order_item_id,order_id,food_id,quantity
953,3334,588,4
954,33539,295,3
955,6488,2466,4
956,44479,3338,4
957,42065,942,2
958,46141,139,5
959,18078,946,5
960,45628,1743,1
961,7934,1239,1
962,48922,4545,4
963,16608,618,1
964,39916,3161,1
965,29171,1490,5
966,44344,2707,4
967,4331,1644,4
968,26268,2028,4
969,7879,279,4
970,46166,253,2
971,41849,1529,3
972,32503,4717,5
973,5242,2805,4
974,22609,4472,5
975,32028,147,5
976,21005,4751,1
977,43497,1654,1
978,6296,3895,1
979,12676,1526,4
980,22211,3936,4
981,24242,879,4
982,17397,335,3
983,28837,364,1
984,21030,2313,2
985,21164,1346,2
986,31764,4193,2
987,30620,4745,3
988,31400,370,1
989,25817,545,3
990,45266,4427,1
991,16087,1109,3
992,6392,2012,2
993,42895,1517,5
994,11300,3857,1
995,19164,1386,2
996,4629,3437,3
997,1864,3984,1
998,16545,3591,4
999,12819,179,2
1000,9471,3001,1
1001,19107,2332,5
1002,24372,4579,1
1003,23463,1664,5
1004,20043,2801,3
1005,13911,3386,1
1006,1325,3009,4
1007,21138,427,1
1008,34414,674,1
1009,49342,1799,2
1010,17463,2702,2
1011,35903,2553,4
1012,36731,1565,3
1013,19870,2828,5
1014,31532,3595,2
1015,17131,4594,2
1016,29947,4384,1
1017,2033,4491,2
1018,2714,3134,1
1019,25433,253,4
1020,47031,138,1
1021,39603,2016,4
1022,6465,3151,2
1023,28500,1951,3
1024,37084,2794,4
1025,14910,402,4
1026,16296,165,2
1027,21046,687,5
1028,34317,3801,3
1029,35040,4066,3
1030,41195,481,5
1031,33009,695,4
1032,28916,2806,5
1033,7372,4772,2
1034,27219,2517,4
1035,4141,184,2
1036,11673,599,5
1037,27947,3801,2
1038,22018,2236,3
1039,13278,1982,1
1040,29094,3206,5
1041,21258,38,4
1042,10875,4256,2
1043,44104,3894,3
1044,5678,539,4
1045,12886,2712,3
1046,3539,3742,1
1047,33540,574,2
1048,34035,235,5
1049,42439,2198,4
1050,7390,4584,5
1051,34273,725,3
1052,42537,754,4
1053,21147,4874,3
1054,27618,2363,3
1055,649,1351,3
1056,12832,665,5
1057,46398,1312,4
1058,16449,3871,5
1059,36163,1009,2
1060,33763,4300,4
1061,21942,3485,3
1062,40601,2115,4
1063,35640,2385,3
1064,18630,681,5
1065,8884,456,4
1066,36598,2053,3
1067,7150,4896,1
1068,10877,4774,4
1069,15687,3158,2
1070,23388,4508,3
1071,2020,2484,5
1072,23448,29,5
1073,20117,2554,5
1074,20500,1833,5
1075,42689,1086,4
1076,25792,66,4
1077,18125,1953,2
1078,44397,4447,5
1079,16308,2013,3
1080,34979,311,5
1081,1075,4265,4
1082,6186,1553,5
1083,46490,960,3
1084,25313,1400,4
1085,38569,654,5
1086,20303,3606,1
1087,32054,1900,5
1088,32136,3325,1
1089,40976,2524,5
1090,25343,906,1
1091,13447,792,2
1092,43149,6,3
1093,37521,3722,2
1094,19434,4702,2
1095,45243,1285,2
1096,2291,2163,2
1097,22137,408,2
1098,28174,4882,5
1099,15237,1850,4
1100,24114,3180,3
1101,8702,1093,3
1102,15965,4528,3
1103,2852,475,2
1104,28723,3909,4
1105,34714,2851,4
1106,48628,4712,5
1107,25547,3299,3
1108,35187,2054,5
1109,41172,3221,1
1110,3252,2982,5
1111,24944,3833,4
1112,14133,3239,3
1113,30061,4983,3
1114,30952,3824,1
1115,17696,648,1
1116,19374,3178,2
1117,33654,3626,3
1118,9959,1019,5
1119,48457,700,3
1120,32406,3853,3
1121,3707,1938,2
1122,21072,4170,5
1123,12826,3435,3
1124,13795,3472,4
1125,43095,3266,1
1126,26204,1256,4
1127,6278,3250,3
1128,47316,3446,2
1129,42786,4540,1
1130,12056,516,3
1131,22258,2129,5
1132,1925,2717,4
1133,28915,3942,5
1134,3932,1628,3
1135,30587,3103,4
1136,20452,905,3
1137,4734,1646,4
1138,11443,4232,4
1139,5717,878,3
1140,24153,2540,4
1141,47839,4706,5
1142,36328,52,2
1143,41897,4655,1
1144,45199,3059,1
1145,28289,2029,1
1146,30508,3838,5
1147,15154,4221,1
1148,2501,611,3
1149,14276,1306,1
1150,44853,1720,5
1151,46574,2233,5
1152,36747,3490,5
1153,10009,617,1
1154,14686,2381,1
1155,13370,2411,4
1156,26105,7,1
1157,19844,854,3
1158,18615,1796,2
1159,29130,530,2
1160,3381,4515,4
1161,10261,751,5
1162,43395,270,5
1163,2976,3198,3
1164,13532,987,1
1165,7879,2313,4
1166,3597,3198,3
1167,33347,3735,2
1168,16321,1138,1
1169,43747,2737,3
1170,37999,2563,5
1171,14445,2531,2
1172,48981,2979,1
1173,21007,1858,2
1174,29894,539,1
1175,46309,3731,5
1176,46793,4591,2
1177,8405,4217,2
1178,2862,4725,2
1179,591,4274,5
1180,3971,2292,4
1181,15194,436,4
1182,30530,3787,1
1183,8584,4999,3
1184,42226,2779,5
1185,48396,476,1
1186,19942,4399,5
1187,834,3802,5
1188,19737,4560,5
1189,11373,362,5
1190,35193,901,1
1191,12630,165,5
1192,21227,2224,2
1193,28045,2989,1
1194,26350,271,5
1195,16394,3390,2
1196,21433,197,5
1197,45730,4815,1
1198,36056,1833,2
1199,24104,3526,1
1200,26146,3953,2
1201,22400,1843,2
1202,17579,4836,5
1203,49981,1227,4
1204,43673,660,4
1205,45653,1603,4
1206,25126,2927,1
1207,39074,3372,2
1208,44479,2615,4
1209,44730,1680,4
1210,6011,3620,5
1211,9545,3210,3
1212,34871,4737,3
1213,46048,441,4
1214,3705,2085,4
1215,32417,4138,5
1216,46660,1132,3
1217,42081,3969,3
1218,40117,1525,5
1219,34419,820,3
1220,37856,1550,1
1221,29519,1709,4
1222,43707,3749,4
1223,5236,855,2
1224,32481,3110,4
1225,38743,3839,5
1226,15236,2736,2
1227,969,1432,2
1228,21517,1737,5
1229,12753,2026,3
1230,23997,3518,5
1231,49722,2342,3
1232,6037,1237,2
1233,2705,120,2
1234,30217,549,4
1235,43766,1887,5
1236,41790,4986,3
1237,29789,1320,3
1238,2920,4150,4
1239,13154,1982,5
1240,10863,2370,1
1241,31099,462,1
1242,4030,747,5
1243,41497,3904,5
1244,9542,162,5
1245,18889,105,2
1246,9170,4513,4
1247,42441,1816,2
1248,37016,3451,5
1249,47749,3260,1
1250,32958,2072,3
1251,5266,2738,5
1252,28911,4425,2
1253,21047,942,1
1254,13221,4813,4
1255,1426,4159,1
1256,8178,518,2
1257,34632,4525,2
1258,5045,299,5
1259,4866,2071,4
1260,23937,3293,5
1261,28143,549,5
1262,42577,4171,4
1263,33499,3536,5
1264,49588,3599,5
1265,7061,3727,2
1266,19256,897,1
1267,37547,1725,3
1268,2989,517,4
1269,36843,1318,2
1270,27582,2078,1
1271,22228,2287,3
1272,19224,198,3
1273,16250,1298,5
1274,48190,4304,5
1275,47560,967,3
1276,16076,2391,3
1277,39841,2152,4
1278,41283,1890,4
1279,39715,2070,2
1280,33303,3726,1
1281,11795,4333,4
1282,25055,1108,5
1283,5931,618,5
1284,31409,3925,1
1285,15500,4577,4
1286,36307,2300,1
1287,19855,2197,2
1288,18330,1408,3
1289,38676,3223,3
1290,972,579,4
1291,33429,573,2
1292,8973,3283,5
1293,26605,4792,3
1294,16219,2032,5
1295,19589,3376,2
1296,44216,749,4
1297,16671,3709,3
1298,45753,1319,5
1299,49943,7,3
1300,24952,2081,3
1301,13432,3849,5
1302,45674,1999,1
1303,27129,1898,2
1304,49626,4489,2
1305,10116,4969,4
1306,13356,3175,3
1307,42515,3706,2
1308,19737,2496,4
1309,13280,317,5
1310,49159,3657,5
1311,20242,354,1
1312,1910,3808,4
1313,12720,1297,5
1314,48190,44,4
1315,8036,340,5
1316,8890,4882,4
1317,8822,188,3
1318,35854,2278,5
1319,7361,3233,1
1320,7415,3137,1
1321,2212,3496,2
1322,17609,2552,5
1323,47333,2552,4
1324,45589,3127,2
1325,5724,4449,4
1326,9590,2100,2
1327,35582,3580,5
1328,35844,3470,1
1329,1412,4247,2
1330,7262,206,3
1331,12995,2755,5
1332,11103,4320,2
1333,49579,1886,4
1334,5958,1955,4
1335,13963,1764,3
1336,8153,3821,5
1337,43085,3733,5
1338,39193,813,2
1339,698,3211,3
1340,21633,4943,5
1341,4615,863,3
1342,24570,1030,3
1343,11349,2237,1
1344,15904,4431,5
1345,5404,2400,4
1346,35018,4754,4
1347,2072,1965,2
1348,12250,648,3
1349,24790,204,1
1350,15190,4512,2
1351,11993,2085,1
1352,32213,1822,4
1353,4656,2924,1
1354,18146,1573,5
1355,38816,3094,2
1356,6460,141,3
1357,45537,498,4
1358,33238,624,3
1359,32878,3416,4
1360,20882,1146,4
1361,37112,4356,3
1362,40157,4861,4
1363,26524,152,2
1364,19606,4635,2
1365,30129,1222,3
1366,18731,1120,2
1367,38546,2196,5
1368,17719,1442,2
1369,17626,3942,5
1370,36909,2629,4
1371,6794,237,2
1372,16342,2121,2
1373,22517,359,3
1374,12795,1528,2
1375,46308,757,4
1376,19253,1083,3
1377,11821,2565,4
1378,38881,4684,3
1379,45364,3694,3
1380,35459,35,1
1381,9591,2697,3
1382,7492,4066,1
1383,3430,3232,3
1384,20890,2214,4
1385,47771,4968,5
1386,48921,2178,2
1387,27495,4520,3
1388,22523,1395,2
1389,36723,64,3
