order_id,customer_id,order_date,status,order_type
64,4793,2024-07-08 03:55:23.743356,Pending,Takeaway
65,1156,2024-09-13 19:04:26.791113,Completed,Dine-in
66,2047,2024-11-23 01:18:19.967690,Completed,Dine-in
67,7095,2024-12-22 03:22:07.308556,Cancelled,Delivery
68,7488,2024-11-04 20:12:34.816852,Pending,Takeaway
69,10660,2025-01-08 10:08:08.803148,Cancelled,Delivery
70,19747,2025-01-16 20:08:42.851405,Pending,Delivery
71,14924,2024-06-16 23:01:21.854897,Completed,Dine-in
72,4552,2025-03-17 01:29:04.370756,Completed,Delivery
73,8333,2024-07-30 12:00:44.206513,Cancelled,Delivery
74,6168,2024-06-04 16:16:13.073685,Cancelled,Dine-in
75,15780,2024-10-20 04:57:28.410891,Pending,Delivery
76,807,2024-08-07 19:44:04.900307,Cancelled,Delivery
77,8477,2025-02-11 10:30:04.043698,Completed,Delivery
78,436,2024-05-02 09:27:31.545560,Pending,Dine-in
79,6969,2024-04-24 09:44:04.010077,Pending,Delivery
80,13247,2024-04-18 21:35:34.621068,Pending,Dine-in
81,12458,2025-02-19 23:43:52.589804,Completed,Dine-in
82,15949,2024-08-18 06:33:18.285967,Completed,Dine-in
83,9258,2025-03-18 17:08:21.149634,Pending,Dine-in
84,18748,2024-08-26 23:59:09.533626,Completed,Dine-in
85,11114,2024-05-02 10:19:59.938015,Cancelled,Dine-in
86,19269,2025-02-10 08:40:06.326098,Cancelled,Dine-in
87,3106,2024-09-28 04:46:47.381038,Pending,Dine-in
88,14658,2024-09-12 12:05:06.632018,Pending,Takeaway
89,15090,2024-04-25 00:07:16.891480,Cancelled,Takeaway
90,3500,2024-10-21 11:23:36.544942,Completed,Delivery
91,9883,2024-11-07 09:37:04.704004,Pending,Delivery
92,1962,2024-06-24 14:24:20.507134,Completed,Dine-in
93,2026,2024-11-05 03:43:47.156290,Completed,Delivery
94,18918,2024-11-27 02:31:32.180618,Pending,Delivery
95,4851,2025-03-07 17:52:23.722215,Pending,Delivery
96,11287,2025-01-12 08:06:35.142049,Cancelled,Delivery
97,7333,2024-09-03 13:22:06.125112,Completed,Delivery
98,9965,2024-06-16 17:28:43.993937,Completed,Delivery
99,10775,2024-11-28 11:37:42.428867,Pending,Takeaway
100,7123,2024-10-19 02:44:33.966957,Completed,Dine-in
101,3610,2025-03-11 14:35:19.007482,Pending,Dine-in
102,15038,2024-07-09 18:55:30.826293,Pending,Dine-in
103,3745,2025-02-06 11:03:42.873706,Cancelled,Takeaway
104,10711,2024-10-08 17:11:26.240948,Completed,Dine-in
105,19199,2025-01-14 03:21:32.694943,Pending,Delivery
106,1936,2024-05-24 18:38:45.428405,Completed,Delivery
107,16722,2024-11-26 07:09:17.921946,Completed,Takeaway
108,12521,2024-12-04 18:25:04.709457,Completed,Delivery
109,12349,2025-01-11 12:55:35.876332,Completed,Dine-in
110,12694,2025-01-13 22:06:44.683464,Cancelled,Takeaway
111,7407,2025-02-06 23:14:09.442044,Pending,Delivery
112,14562,2025-01-09 23:04:53.437263,Completed,Dine-in
113,3813,2025-01-14 09:14:53.144562,Completed,Delivery
114,8566,2024-07-02 15:29:13.228739,Completed,Delivery
115,17602,2024-04-15 02:21:51.899732,Cancelled,Dine-in
116,3370,2024-04-07 07:14:49.748475,Cancelled,Takeaway
117,12085,2024-08-06 08:32:37.476769,Cancelled,Dine-in
118,7665,2025-03-19 15:33:11.667786,Pending,Takeaway
119,2622,2025-03-05 17:01:47.917621,Completed,Dine-in
120,14960,2024-04-15 18:22:35.954004,Completed,Takeaway
121,6912,2024-05-22 22:25:20.667846,Completed,Delivery
122,5327,2024-08-06 05:00:07.514105,Completed,Takeaway
123,1728,2024-10-17 16:55:15.039945,Completed,Takeaway
124,14442,2024-11-14 16:40:10.809760,Pending,Delivery
125,11695,2024-04-09 14:34:25.244923,Completed,Takeaway
126,1260,2024-12-31 02:53:37.795484,Cancelled,Takeaway
127,4739,2024-06-23 07:51:15.517459,Completed,Dine-in
128,1424,2024-10-14 17:54:40.116322,Completed,Dine-in
129,8714,2025-03-13 22:01:17.018641,Pending,Dine-in
130,8988,2025-03-26 12:36:48.899065,Pending,Takeaway
131,3293,2024-08-07 16:16:57.903486,Completed,Dine-in
132,3699,2025-02-04 08:23:47.961026,Pending,Dine-in
133,11063,2024-06-24 02:49:25.166434,Completed,Takeaway
134,14979,2025-02-25 20:27:27.524998,Pending,Dine-in
135,6028,2025-01-04 02:55:48.739353,Completed,Dine-in
136,7850,2024-11-23 16:49:06.046288,Completed,Takeaway
137,5443,2024-11-01 15:10:04.893423,Cancelled,Takeaway
138,693,2025-01-11 00:39:21.997530,Cancelled,Dine-in
139,14581,2025-03-06 11:34:38.845662,Cancelled,Takeaway
140,827,2024-10-26 16:46:25.136980,Completed,Delivery
141,18180,2024-09-10 19:57:57.205113,Cancelled,Takeaway
142,7710,2024-12-08 06:17:27.856053,Cancelled,Dine-in
143,479,2025-01-06 07:22:55.757652,Cancelled,Takeaway
144,3355,2024-12-17 04:24:25.434357,Pending,Takeaway
145,10750,2024-04-27 23:58:16.418752,Completed,Takeaway
146,14904,2024-12-18 02:47:49.569251,Cancelled,Delivery
147,11163,2024-07-05 00:51:53.990683,Pending,Takeaway
148,10178,2025-03-07 12:27:07.106761,Pending,Delivery
149,17211,2024-04-09 10:50:18.290201,Completed,Dine-in
150,6848,2025-03-06 21:07:51.169815,Pending,Delivery
151,15547,2024-05-26 06:18:01.443938,Pending,Takeaway
152,12260,2024-10-15 21:59:50.573944,Cancelled,Delivery
153,3048,2024-06-30 16:22:29.766656,Cancelled,Takeaway
154,1727,2024-08-07 13:26:15.206035,Cancelled,Delivery
155,10255,2024-10-05 14:57:55.081947,Pending,Takeaway
156,16650,2024-09-23 15:07:52.050982,Completed,Dine-in
157,10729,2024-09-29 19:19:39.629144,Pending,Takeaway
158,1387,2025-03-16 09:10:46.165821,Cancelled,Delivery
159,7138,2024-11-17 05:43:47.473020,Pending,Dine-in
160,5681,2025-02-10 13:43:04.469898,Pending,Takeaway
161,14431,2025-02-20 07:14:43.622674,Pending,Delivery
162,4664,2024-08-24 08:24:03.558218,Pending,Takeaway
163,1687,2024-04-07 22:57:04.840864,Cancelled,Takeaway
164,14086,2025-01-30 09:16:06.044333,Pending,Takeaway
165,6555,2024-09-24 05:39:44.680036,Completed,Takeaway
166,10172,2024-04-09 21:12:47.583122,Cancelled,Delivery
167,609,2024-11-23 05:48:41.693573,Cancelled,Dine-in
168,7749,2024-04-26 04:51:05.693760,Cancelled,Takeaway
169,12119,2024-11-13 11:10:09.562827,Completed,Dine-in
170,11638,2024-11-07 13:00:30.337439,Pending,Dine-in
171,5597,2024-07-19 04:43:56.343024,Completed,Delivery
172,11368,2025-03-27 12:58:35.519830,Cancelled,Dine-in
173,18567,2024-11-27 02:12:29.758727,Completed,Dine-in
174,13448,2025-03-19 05:38:14.503820,Pending,Dine-in
175,9637,2024-04-20 07:09:51.184900,Pending,Dine-in
176,11963,2024-05-14 12:27:23.557333,Completed,Dine-in
177,18447,2024-04-05 03:15:23.829069,Pending,Delivery
178,1574,2024-04-13 09:54:12.187424,Pending,Dine-in
179,9998,2024-06-18 20:38:42.062104,Cancelled,Delivery
180,7109,2024-07-14 19:44:05.234867,Cancelled,Delivery
181,3577,2025-01-19 18:24:17.395151,Pending,Dine-in
182,19353,2024-07-01 12:54:34.375954,Pending,Delivery
183,16456,2024-11-21 13:02:55.665358,Completed,Takeaway
184,18759,2024-05-28 13:40:54.273006,Cancelled,Dine-in
185,2284,2024-12-27 05:45:46.470335,Completed,Dine-in
186,16417,2024-12-07 15:21:45.837974,Completed,Delivery
187,8545,2024-12-26 07:38:04.178470,Pending,Delivery
188,4844,2024-10-20 13:07:24.293817,Pending,Delivery
189,2907,2024-05-31 21:44:10.813575,Pending,Takeaway
190,8888,2025-02-07 07:04:13.886797,Completed,Dine-in
191,804,2024-11-13 06:18:08.753107,Completed,Dine-in
192,13986,2025-02-10 02:43:24.292902,Completed,Delivery
193,18395,2025-03-16 08:57:35.549098,Cancelled,Takeaway
194,16658,2024-08-03 08:29:50.604945,Completed,Delivery
195,18130,2024-11-10 05:21:08.449564,Pending,Takeaway
196,10418,2024-08-16 01:57:26.397604,Completed,Takeaway
197,17988,2025-01-01 04:28:26.448789,Cancelled,Dine-in
198,9887,2024-05-13 16:29:59.640949,Completed,Dine-in
199,8032,2024-08-16 18:17:54.256272,Completed,Delivery
200,10182,2024-09-11 15:07:57.647123,Pending,Delivery
201,3658,2025-03-04 09:49:57.621163,Completed,Takeaway
202,6982,2025-03-16 18:25:37.808182,Cancelled,Takeaway
203,3689,2024-04-14 13:46:35.374192,Cancelled,Takeaway
204,469,2024-09-22 16:45:14.746549,Cancelled,Dine-in
205,11627,2024-12-26 02:20:43.088990,Completed,Dine-in
206,8808,2024-11-10 00:01:59.511638,Completed,Dine-in
207,11345,2025-03-02 09:14:48.459862,Cancelled,Dine-in
208,1338,2024-11-11 20:35:56.335648,Completed,Delivery
209,2025,2024-10-19 19:30:18.070837,Cancelled,Delivery
210,14693,2025-01-24 19:45:35.449863,Cancelled,Takeaway
211,7477,2024-09-21 01:38:09.736986,Cancelled,Takeaway
212,3253,2024-09-26 15:19:32.243586,Pending,Takeaway
213,17037,2024-06-04 16:27:15.659643,Completed,Takeaway
214,3453,2024-05-30 11:38:07.017858,Completed,Takeaway
215,903,2024-04-13 07:51:02.214861,Cancelled,Dine-in
216,19172,2024-08-27 12:30:35.647539,Cancelled,Dine-in
217,1322,2024-06-17 04:10:28.919781,Pending,Dine-in
218,16738,2024-12-16 13:46:59.206993,Cancelled,Delivery
219,4594,2025-03-17 14:32:34.730747,Pending,Delivery
220,7334,2025-03-11 08:54:24.716300,Completed,Takeaway
221,10867,2024-08-01 23:22:53.283680,Completed,Delivery
222,351,2024-05-20 14:30:44.653305,Completed,Delivery
223,12808,2024-05-01 11:33:27.312969,Pending,Takeaway
224,6413,2024-11-07 13:09:05.581700,Pending,Takeaway
225,5666,2024-06-23 16:54:24.696791,Cancelled,Takeaway
226,18929,2024-10-06 22:31:50.401287,Pending,Takeaway
227,3920,2024-06-07 01:08:17.385921,Pending,Takeaway
228,7073,2024-09-01 05:42:25.792213,Completed,Takeaway
229,15031,2024-05-22 02:37:55.396784,Completed,Takeaway
230,13666,2024-09-27 02:54:30.893049,Completed,Dine-in
231,5569,2024-07-16 19:08:54.939833,Cancelled,Takeaway
232,9554,2024-06-20 04:05:05.193137,Completed,Delivery
233,2059,2024-05-06 03:07:38.034433,Pending,Takeaway
234,13281,2024-06-07 00:55:02.807518,Pending,Dine-in
235,13037,2024-11-29 01:31:42.879950,Pending,Delivery
236,12359,2025-02-05 23:00:08.346122,Cancelled,Takeaway
237,15269,2024-04-24 05:05:14.176579,Cancelled,Delivery
238,17295,2025-03-14 15:35:37.868212,Cancelled,Takeaway
239,13320,2025-01-05 05:35:20.035063,Pending,Delivery
240,13763,2024-09-06 17:36:50.888875,Cancelled,Dine-in
241,1643,2024-04-25 16:05:02.474975,Completed,Delivery
242,17389,2024-05-08 01:12:03.031460,Completed,Delivery
243,18053,2024-06-04 19:31:41.832464,Completed,Delivery
244,19625,2024-09-13 15:04:08.158675,Pending,Delivery
245,7981,2024-11-03 07:21:49.367792,Cancelled,Dine-in
246,10923,2024-07-11 10:38:20.120348,Cancelled,Delivery
247,3025,2024-08-18 15:15:00.745798,Completed,Takeaway
248,7405,2024-07-29 13:18:58.952638,Completed,Dine-in
249,7656,2024-10-21 02:23:18.057028,Completed,Delivery
250,15426,2024-12-22 09:36:24.381517,Completed,Takeaway
251,15847,2025-01-30 10:14:33.759173,Cancelled,Takeaway
252,3043,2024-08-09 03:04:47.625026,Pending,Dine-in
253,16367,2024-09-03 10:33:19.469055,Pending,Delivery
254,8070,2024-07-19 08:19:53.488785,Pending,Dine-in
255,1182,2024-05-10 13:46:38.856980,Completed,Dine-in
256,2471,2024-04-28 05:58:53.001862,Pending,Takeaway
257,9717,2024-11-09 06:55:31.840114,Cancelled,Delivery
258,2455,2025-03-16 14:16:50.598869,Completed,Takeaway
259,10200,2024-06-16 02:31:27.205690,Cancelled,Dine-in
260,11484,2024-08-31 17:16:33.729300,Cancelled,Takeaway
261,10766,2024-05-11 11:02:35.503618,Cancelled,Takeaway
262,1827,2024-04-11 10:13:47.515281,Cancelled,Delivery
263,10960,2024-12-15 09:01:18.794748,Completed,Dine-in
264,6598,2024-10-26 19:06:06.246478,Completed,Takeaway
265,1414,2025-02-06 08:33:38.801149,Completed,Takeaway
266,6015,2024-07-19 05:32:58.858614,Pending,Takeaway
267,13786,2024-11-28 05:47:23.906685,Completed,Takeaway
268,4275,2024-05-15 12:54:00.050573,Pending,Takeaway
269,17593,2025-04-02 22:39:13.964799,Pending,Delivery
270,5612,2024-07-19 04:10:03.031312,Completed,Dine-in
271,5158,2024-08-09 13:14:12.870789,Completed,Dine-in
272,7824,2024-08-29 17:22:54.043832,Completed,Takeaway
273,5701,2025-03-18 16:20:17.660280,Completed,Dine-in
274,14505,2024-04-18 10:16:10.931232,Completed,Delivery
275,15871,2024-11-23 23:04:00.384830,Cancelled,Delivery
276,7169,2024-08-21 06:04:11.901432,Completed,Dine-in
277,3909,2024-10-29 11:54:08.023884,Cancelled,Delivery
278,7851,2024-06-09 04:44:08.131072,Cancelled,Takeaway
279,6779,2024-11-03 04:13:48.661233,Cancelled,Dine-in
280,4717,2024-06-05 00:13:06.925210,Completed,Takeaway
281,12559,2024-06-02 22:38:17.454245,Completed,Takeaway
282,16577,2024-10-26 04:47:12.858254,Completed,Delivery
283,64,2025-03-01 18:39:56.673541,Pending,Takeaway
284,9939,2024-11-06 09:42:05.142243,Cancelled,Takeaway
285,1145,2024-07-19 01:41:13.197041,Completed,Dine-in
286,15390,2024-11-27 16:53:06.723130,Pending,Delivery
287,16630,2025-03-06 18:37:06.468779,Pending,Dine-in
288,2881,2024-10-13 02:44:27.118870,Completed,Delivery
289,19796,2024-04-09 18:24:49.619958,Pending,Dine-in
290,11687,2025-03-09 20:28:10.061356,Completed,Takeaway
291,1517,2024-11-24 07:14:24.825895,Cancelled,Delivery
292,8105,2024-12-25 20:57:42.090008,Cancelled,Delivery
293,16742,2024-04-19 23:22:44.772725,Completed,Dine-in
294,10812,2025-01-28 09:35:43.757227,Cancelled,Delivery
295,12252,2024-11-18 00:06:51.728233,Pending,Dine-in
296,18882,2025-01-21 13:31:22.849440,Pending,Dine-in
297,17929,2024-05-05 02:57:56.277083,Cancelled,Dine-in
298,12702,2024-04-23 04:44:44.509704,Cancelled,Delivery
299,19911,2024-05-16 01:26:47.259043,Completed,Delivery
300,3585,2024-09-01 22:50:23.072749,Completed,Dine-in
301,14495,2024-05-05 06:46:55.781814,Cancelled,Takeaway
302,18506,2025-03-21 16:24:23.159007,Pending,Dine-in
303,15662,2024-04-15 02:32:10.003311,Cancelled,Delivery
304,16418,2025-03-18 13:06:30.164282,Completed,Takeaway
305,14550,2024-11-07 00:20:56.797196,Completed,Takeaway
306,19200,2024-12-25 21:17:17.883478,Pending,Dine-in
307,18559,2024-07-03 21:19:23.233125,Pending,Takeaway
308,5284,2025-02-19 21:33:11.352588,Completed,Delivery
309,14553,2025-03-05 07:59:43.437508,Completed,Takeaway
310,12615,2024-08-27 15:48:57.811647,Pending,Takeaway
311,17841,2024-09-07 21:48:10.379612,Pending,Takeaway
312,5249,2024-05-28 10:23:51.447148,Cancelled,Dine-in
313,878,2024-10-17 08:04:49.385548,Cancelled,Dine-in
314,1210,2024-06-28 02:03:42.287727,Cancelled,Takeaway
315,7842,2024-09-29 11:20:34.834383,Cancelled,Takeaway
316,19349,2024-08-25 05:40:48.621854,Pending,Takeaway
317,18241,2025-03-24 13:46:31.953205,Completed,Dine-in
318,8987,2025-02-15 02:26:27.215131,Pending,Dine-in
319,5156,2025-03-18 06:34:00.367793,Pending,Dine-in
320,1716,2025-02-14 17:35:09.000425,Pending,Takeaway
321,1392,2024-09-23 22:48:10.768311,Cancelled,Dine-in
322,18861,2024-08-10 16:46:22.601814,Pending,Dine-in
323,3368,2024-06-03 10:37:14.876364,Pending,Dine-in
324,15081,2024-10-06 20:23:24.190953,Cancelled,Delivery
325,19936,2024-07-15 02:31:41.567865,Pending,Delivery
326,19146,2024-11-08 22:37:24.710200,Pending,Takeaway
327,4806,2024-10-16 07:46:44.803670,Pending,Dine-in
328,13296,2024-07-02 10:56:58.055767,Completed,Delivery
329,4913,2024-04-27 07:23:23.722292,Cancelled,Delivery
330,5385,2024-11-27 21:10:09.360630,Completed,Delivery
331,953,2024-08-14 02:20:36.397568,Pending,Dine-in
332,2295,2024-11-24 17:06:02.602046,Pending,Takeaway
333,12211,2025-02-10 18:25:39.515843,Completed,Takeaway
334,7353,2024-04-21 11:21:49.631151,Pending,Dine-in
335,7635,2024-04-06 14:27:34.408134,Completed,Delivery
336,5731,2024-07-22 23:59:37.350961,Completed,Delivery
337,8324,2024-05-15 11:22:14.524738,Pending,Dine-in
338,3458,2024-09-23 09:02:25.370719,Completed,Dine-in
339,16644,2024-08-25 09:50:47.047585,Cancelled,Delivery
340,11644,2024-11-04 08:41:14.951991,Completed,Delivery
341,4703,2024-12-07 16:46:40.273282,Pending,Takeaway
342,8599,2025-01-16 20:39:44.094609,Pending,Takeaway
343,12169,2024-06-29 20:53:51.092126,Pending,Delivery
344,14431,2025-02-21 11:47:32.970633,Pending,Delivery
345,16292,2024-10-06 01:59:46.501197,Cancelled,Takeaway
346,11275,2025-02-05 11:17:12.568434,Pending,Dine-in
347,12731,2025-01-27 19:55:30.875011,Completed,Delivery
348,14815,2025-02-09 15:16:54.974506,Cancelled,Delivery
349,3894,2024-09-07 20:56:22.656974,Completed,Delivery
350,11681,2024-10-06 06:06:47.590436,Completed,Dine-in
351,13772,2024-06-10 10:46:51.651778,Cancelled,Takeaway
352,12914,2024-11-24 20:53:21.085649,Cancelled,Takeaway
353,19348,2025-01-27 00:27:29.375475,Pending,Delivery
354,6083,2024-10-18 13:14:48.516281,Completed,Delivery
355,10462,2024-06-22 06:03:57.328984,Completed,Delivery
356,8540,2025-01-23 19:45:17.705800,Cancelled,Takeaway
357,6245,2024-07-20 14:32:10.787064,Completed,Takeaway
358,1311,2025-03-15 01:15:17.278222,Cancelled,Delivery
359,3127,2024-11-07 06:49:29.632345,Completed,Delivery
360,2432,2024-10-21 09:07:54.916412,Cancelled,Delivery
361,6520,2024-10-12 08:37:26.926408,Completed,Dine-in
362,16908,2024-04-25 14:56:53.749259,Pending,Delivery
363,8741,2024-09-09 05:11:51.965827,Completed,Delivery
364,5318,2024-09-16 10:05:18.184143,Completed,Takeaway
365,15942,2024-08-18 03:17:30.905733,Cancelled,Dine-in
366,17980,2024-10-08 06:52:32.389351,Cancelled,Takeaway
367,11052,2024-06-10 18:19:59.067904,Completed,Dine-in
368,18623,2025-03-17 22:31:15.642416,Cancelled,Takeaway
369,10367,2025-01-15 11:28:04.167900,Cancelled,Delivery
370,1308,2024-12-18 09:10:47.338324,Pending,Takeaway
371,12000,2024-08-06 19:29:45.933332,Cancelled,Takeaway
372,17957,2024-11-16 17:22:45.865240,Completed,Dine-in
373,6917,2024-11-05 05:46:18.074774,Completed,Dine-in
374,4932,2024-11-06 08:23:01.190511,Pending,Delivery
375,1059,2024-10-04 06:20:34.115507,Cancelled,Dine-in
376,17541,2024-12-14 04:51:20.163743,Completed,Dine-in
377,9018,2025-03-16 15:18:52.369167,Completed,Takeaway
378,6633,2025-01-16 07:47:04.334795,Completed,Takeaway
379,16776,2024-04-24 00:29:06.172841,Pending,Delivery
380,5737,2025-02-21 05:29:59.191615,Cancelled,Takeaway
381,16029,2024-04-09 08:35:28.537733,Completed,Dine-in
382,4142,2025-01-10 21:51:25.122410,Completed,Takeaway
383,17953,2024-12-06 00:24:52.380111,Cancelled,Delivery
384,12020,2025-02-10 08:29:58.753053,Pending,Dine-in
385,4730,2025-02-25 11:21:19.849825,Completed,Dine-in
386,14476,2024-05-20 13:42:42.866890,Completed,Takeaway
387,19664,2024-04-05 10:13:15.577616,Cancelled,Dine-in
388,9741,2025-03-09 13:18:10.149198,Pending,Delivery
389,19495,2024-10-27 02:22:09.803257,Pending,Dine-in
390,14068,2025-04-04 00:59:29.875511,Completed,Takeaway
391,912,2024-12-26 14:31:06.273000,Completed,Delivery
392,9108,2024-12-18 19:27:28.969775,Pending,Delivery
393,9937,2025-03-06 20:09:03.810453,Cancelled,Dine-in
394,3077,2024-11-30 00:20:22.014545,Pending,Dine-in
395,17113,2024-07-16 04:22:32.778852,Cancelled,Delivery
396,7860,2024-04-16 06:10:54.542359,Pending,Takeaway
397,13985,2024-07-27 18:41:21.674058,Cancelled,Delivery
398,5788,2025-01-09 09:59:51.487094,Cancelled,Takeaway
399,6552,2024-04-08 07:17:09.515779,Cancelled,Delivery
400,15279,2024-09-12 18:22:02.949927,Completed,Dine-in
401,5533,2024-07-08 10:37:12.496847,Completed,Dine-in
402,13949,2024-11-09 01:11:50.459532,Cancelled,Dine-in
403,12336,2024-10-12 08:03:07.377401,Completed,Dine-in
404,4486,2024-04-16 10:05:25.179237,Completed,Dine-in
405,12912,2024-05-14 21:03:28.866630,Completed,Dine-in
406,409,2025-02-13 02:22:44.085770,Cancelled,Delivery
407,746,2025-01-15 03:51:27.047328,Completed,Delivery
408,14065,2024-11-27 10:48:01.976254,Completed,Takeaway
409,18266,2024-08-20 20:24:00.661030,Pending,Takeaway
410,17365,2024-04-19 02:12:33.150851,Completed,Dine-in
411,13321,2025-03-08 10:56:54.231990,Pending,Takeaway
412,19909,2024-08-14 05:24:40.841091,Completed,Dine-in
413,9236,2024-10-29 14:04:49.957859,Completed,Delivery
414,4807,2024-04-28 08:02:11.462313,Pending,Takeaway
415,14576,2024-06-08 04:01:30.518748,Pending,Delivery
416,10470,2024-10-02 18:43:30.355409,Completed,Dine-in
417,11518,2024-07-18 06:35:00.302650,Pending,Takeaway
418,1780,2024-06-12 19:59:40.796171,Completed,Takeaway
419,3858,2024-12-15 23:57:17.821300,Pending,Delivery
420,11467,2025-03-23 12:14:28.838810,Cancelled,Delivery
421,3436,2024-09-28 07:50:36.438076,Pending,Delivery
422,150,2024-04-14 18:03:19.003658,Cancelled,Dine-in
423,10231,2024-11-15 00:08:48.741731,Completed,Delivery
424,8670,2024-12-25 21:39:35.793100,Cancelled,Dine-in
425,7024,2024-07-20 16:43:23.696573,Pending,Takeaway
426,15141,2025-02-18 06:53:38.780177,Cancelled,Dine-in
427,4716,2024-09-13 13:31:05.126997,Completed,Dine-in
428,16048,2024-08-08 16:56:53.033177,Cancelled,Delivery
429,4538,2024-06-12 17:08:35.924726,Completed,Delivery
430,10981,2025-03-27 12:37:24.196866,Cancelled,Delivery
431,2904,2024-04-06 16:27:53.939392,Completed,Takeaway
432,14443,2025-01-15 04:36:03.984246,Completed,Takeaway
433,19050,2025-03-31 00:02:32.758430,Cancelled,Dine-in
434,9277,2024-09-04 11:32:52.978355,Completed,Delivery
435,14308,2024-08-07 20:12:03.538486,Cancelled,Takeaway
436,11057,2025-01-03 02:15:31.932300,Pending,Takeaway
437,17581,2025-03-20 20:45:59.798152,Cancelled,Dine-in
438,15354,2024-09-15 06:07:28.022584,Completed,Delivery
439,19915,2024-06-19 12:47:41.973740,Completed,Takeaway
440,3029,2024-05-21 13:27:02.103231,Pending,Dine-in
441,7067,2024-06-20 16:43:42.232707,Cancelled,Delivery
442,15456,2024-04-22 02:49:26.203476,Pending,Dine-in
443,19459,2024-11-14 19:39:54.033192,Pending,Delivery
444,5778,2024-06-30 00:26:04.728036,Cancelled,Dine-in
445,11763,2025-03-18 12:48:47.301079,Cancelled,Takeaway
