payment_id,order_id,payment_date,amount,payment_method
140,22888,2024-11-23 02:46:04.487866,1238.62,Net Banking
141,378,2025-01-16 02:08:59.792578,585.94,Net Banking
142,3003,2025-01-28 19:31:23.307604,1427.4,Credit Card
143,11947,2025-02-28 20:56:37.008718,176.93,Credit Card
144,15160,2024-08-28 20:16:20.836920,635.49,Credit Card
145,1118,2025-03-18 15:44:33.473130,155.15,UPI
146,39520,2024-08-10 14:48:17.932753,941.28,UPI
147,5193,2024-10-18 22:21:35.130523,496.48,Credit Card
148,47092,2024-07-03 06:27:42.870720,646.99,Cash
149,33673,2025-02-02 12:44:32.257033,1217.19,UPI
150,32092,2024-05-29 16:00:42.741737,1234.05,Cash
151,30638,2024-05-21 21:40:16.579735,532.63,Cash
152,18211,2024-10-09 17:23:31.777326,586.73,Cash
153,10080,2025-02-16 22:24:23.003220,797.06,Net Banking
154,8807,2025-01-23 22:37:47.471179,346.32,Credit Card
155,32811,2024-05-29 07:27:18.336750,1525.87,Cash
156,8479,2025-01-26 13:02:38.491984,513.17,Cash
157,7321,2024-05-11 05:52:43.059489,647.43,Net Banking
158,1313,2024-04-08 00:45:30.232260,357.39,Net Banking
159,593,2024-07-12 21:35:17.975321,1722.53,Cash
160,28289,2024-07-14 22:27:43.975073,1923.01,Cash
161,21973,2025-01-10 11:43:51.589278,377.54,UPI
162,22580,2025-03-10 15:21:58.709760,382.81,Credit Card
163,10396,2024-08-01 18:19:39.643839,1023.81,Credit Card
164,4891,2024-05-01 12:34:24.179993,1856.05,Credit Card
165,44897,2024-05-06 12:30:14.470862,1938.6,Cash
166,26736,2025-02-05 19:48:08.225576,1110.59,Cash
167,13657,2024-11-04 21:41:40.596939,717.6,Cash
168,45622,2024-07-03 03:32:25.251323,899.67,Cash
169,41421,2024-06-30 15:53:09.103526,916.37,Cash
170,28593,2024-09-21 11:45:00.679891,937.04,Cash
171,4484,2024-05-17 19:30:55.633913,1678.1,Net Banking
172,36671,2024-12-01 14:52:19.004827,951.0,Credit Card
173,14335,2024-07-08 00:31:35.708398,639.16,Net Banking
174,1537,2024-04-18 19:08:39.888688,633.97,UPI
175,27332,2024-10-06 03:15:04.578874,538.45,Credit Card
176,340,2024-04-23 22:35:39.573432,1222.74,Cash
177,40267,2024-10-20 14:33:51.186719,1537.77,Credit Card
178,20401,2024-09-16 22:53:08.256125,840.56,UPI
179,11991,2024-11-03 20:33:25.803003,1060.64,Net Banking
180,23092,2024-11-08 15:57:22.232867,969.0,Net Banking
181,5568,2024-07-30 19:39:14.882684,437.69,Net Banking
182,39151,2024-11-17 04:52:59.312078,1045.98,UPI
183,35759,2024-12-01 22:25:33.203538,287.71,Credit Card
184,6835,2024-07-31 12:13:23.330222,1304.28,Net Banking
185,46133,2024-12-24 16:26:48.428733,682.2,UPI
186,10060,2025-03-20 09:35:20.623945,439.61,UPI
187,22996,2024-09-08 14:57:05.721622,1934.96,Net Banking
188,20992,2024-05-21 17:54:53.094978,818.68,UPI
189,22468,2024-08-21 21:41:33.785350,155.77,Net Banking
190,9797,2024-10-28 01:31:54.975888,475.48,Cash
191,6636,2024-04-08 09:03:28.055403,630.12,Credit Card
192,45683,2025-01-25 00:45:42.076241,1873.0,Cash
193,44344,2024-10-15 12:22:21.128964,759.13,Credit Card
194,40878,2025-04-02 18:36:02.861281,666.22,Cash
195,5585,2025-02-28 08:48:23.546766,241.01,Cash
196,20757,2025-03-16 13:36:38.166770,1420.42,Credit Card
197,35563,2024-11-11 03:44:07.848558,601.25,UPI
198,10932,2024-07-22 01:31:44.515326,488.42,Credit Card
199,12931,2024-09-23 08:28:06.928652,519.96,Net Banking
200,39517,2025-03-31 02:54:29.115054,1225.05,Credit Card
201,27219,2024-10-20 08:38:21.991304,475.17,Credit Card
202,43969,2024-08-12 14:10:46.172167,736.07,UPI
203,20055,2025-01-08 03:13:30.179965,1605.12,Cash
204,9539,2024-08-31 13:25:12.625593,1004.3,UPI
205,38458,2024-10-07 07:52:49.881817,588.53,UPI
206,32172,2025-01-27 15:16:44.408118,608.45,UPI
207,40603,2024-06-11 06:11:07.722936,133.99,Cash
208,12378,2024-10-30 14:55:46.280105,1185.08,UPI
209,26151,2025-01-18 12:29:59.192588,1905.87,Cash
210,12163,2024-05-06 00:40:10.243407,1069.16,Cash
211,17583,2025-01-04 13:43:18.341080,1923.66,Credit Card
212,26810,2024-11-10 21:32:47.867734,1157.65,Credit Card
213,2383,2024-10-30 12:52:09.893638,1936.87,Cash
214,24111,2024-12-23 19:06:25.575782,966.89,Net Banking
215,27883,2024-07-19 15:17:46.706278,508.74,Credit Card
216,36388,2025-03-19 09:21:17.574319,1029.47,Net Banking
217,14317,2025-02-12 08:51:17.951752,1416.67,Net Banking
218,30630,2024-07-21 19:01:26.810280,1075.6,Net Banking
219,8809,2024-07-03 03:05:33.615526,1199.9,Credit Card
220,33547,2024-06-23 13:55:33.782961,1673.83,Credit Card
221,14161,2025-01-01 14:13:36.724391,634.57,Net Banking
222,47249,2024-11-16 06:21:42.803408,1060.44,UPI
223,3912,2025-01-03 10:07:48.247120,1719.36,Credit Card
224,30218,2024-04-27 12:31:44.835434,662.6,Cash
225,21908,2025-02-08 20:14:31.460975,717.77,Net Banking
226,34761,2024-12-05 14:23:52.777304,1404.13,Net Banking
227,31619,2024-11-06 00:27:03.366461,1581.37,Net Banking
228,48022,2024-08-25 04:11:19.828742,165.42,Credit Card
229,31874,2025-01-04 05:14:14.318505,1574.5,Net Banking
230,6466,2025-02-25 21:45:17.211718,764.66,Cash
231,11142,2024-10-12 16:45:29.054097,1111.85,Net Banking
232,17858,2025-03-14 10:56:48.459494,1219.06,UPI
233,42791,2025-03-28 07:21:14.509556,254.81,Credit Card
234,18636,2024-05-19 17:27:52.874323,1704.41,Credit Card
235,14112,2025-03-29 05:11:55.878764,276.65,Net Banking
236,35309,2024-12-15 01:30:40.676362,1920.13,UPI
237,3795,2024-07-16 12:52:10.132684,1019.2,Credit Card
238,13513,2024-08-08 20:11:45.668978,254.8,Cash
239,24772,2024-08-19 21:00:45.870567,604.12,UPI
240,16200,2024-09-28 08:52:16.112899,341.32,Net Banking
241,26356,2025-03-10 02:00:50.099738,813.54,Credit Card
242,30362,2024-06-02 22:00:50.975573,457.17,Net Banking
243,43687,2025-03-13 10:11:55.501216,795.07,Credit Card
244,10576,2024-04-26 11:14:23.675749,1463.89,Net Banking
245,6540,2025-03-25 16:08:55.385316,186.94,Net Banking
246,7392,2024-08-19 02:11:51.383498,561.43,Credit Card
247,15379,2024-04-16 19:36:10.014833,1797.76,Cash
248,37741,2024-06-11 05:48:35.355312,1414.76,Cash
249,26532,2024-08-31 05:58:44.984382,395.05,Net Banking
250,21855,2024-04-12 23:57:17.510572,1761.79,Net Banking
251,38429,2024-08-24 01:12:52.635151,1693.37,Cash
252,1668,2024-10-17 18:21:35.684361,593.08,Cash
253,13900,2024-10-25 00:23:49.641261,1177.8,Credit Card
254,42079,2025-03-23 10:07:54.950914,1818.66,Cash
255,29361,2024-11-03 22:52:33.943168,1619.76,Cash
256,2693,2024-08-06 10:59:57.337855,1378.04,UPI
257,28593,2024-07-22 00:40:52.609107,931.07,Credit Card
258,3542,2024-05-21 04:18:42.131615,335.59,Net Banking
259,3097,2024-12-27 01:01:03.649983,649.57,Credit Card
260,42574,2024-07-25 05:22:53.047778,1384.03,Net Banking
261,14190,2024-10-08 12:02:24.336592,1614.85,Net Banking
262,10051,2025-03-11 19:24:16.313344,1601.95,Net Banking
263,23373,2024-05-25 07:16:42.180445,1668.31,UPI
264,574,2024-05-23 06:22:12.555511,1753.41,Credit Card
265,29837,2025-02-21 22:14:06.643179,1123.38,Net Banking
266,5496,2024-06-01 09:10:26.844507,543.14,UPI
267,15011,2024-06-05 11:20:17.259859,819.36,UPI
268,49164,2024-11-14 08:20:44.055759,236.84,Cash
269,275,2025-03-31 01:10:43.598367,1706.39,UPI
270,27790,2024-08-28 09:56:11.518266,842.78,Net Banking
271,768,2024-11-04 11:38:31.168880,1357.13,UPI
272,37995,2025-03-31 06:19:58.427970,468.6,Net Banking
273,39332,2024-07-30 22:14:30.236525,1577.5,Cash
274,37424,2024-06-06 07:59:55.545690,1428.43,Cash
275,14789,2024-04-19 09:59:51.429710,1035.07,Net Banking
276,26178,2025-02-09 18:46:48.579190,1633.65,UPI
277,17610,2024-08-29 18:38:04.471323,249.65,Net Banking
278,24783,2025-03-02 20:41:38.561607,1762.61,Net Banking
279,3313,2024-12-18 10:14:52.830832,774.96,Credit Card
280,44615,2024-09-19 21:54:03.839384,1209.46,Credit Card
281,11288,2024-12-13 06:45:06.870461,1153.65,Net Banking
282,3171,2024-09-15 22:04:57.502539,1784.53,Credit Card
283,8003,2024-11-17 16:43:56.507800,820.31,Cash
284,304,2024-08-01 10:15:53.686345,1304.72,Cash
285,49038,2024-08-20 08:50:22.559973,341.84,UPI
286,9768,2024-06-20 23:30:26.660314,540.86,Credit Card
287,20152,2024-08-03 09:18:27.278394,945.84,Net Banking
288,38127,2024-11-14 21:36:57.110673,232.86,Cash
289,26989,2024-10-25 05:44:40.012888,1120.08,Net Banking
290,2315,2024-04-06 23:15:20.756884,1231.37,Cash
291,29394,2024-05-16 05:26:20.137050,962.85,Credit Card
292,2203,2025-01-01 15:37:54.447299,561.03,Credit Card
293,1323,2025-01-18 23:53:03.341258,413.67,Cash
294,10095,2024-05-21 07:44:00.403598,710.19,UPI
295,9729,2025-01-25 00:56:49.554323,386.94,Net Banking
296,768,2024-10-21 14:59:00.327447,510.26,Credit Card
297,401,2025-01-18 18:32:48.818667,516.3,UPI
298,9219,2024-08-17 08:00:06.480316,1222.54,Cash
299,38993,2024-09-04 06:46:58.524418,1846.4,Cash
300,7267,2024-08-24 18:12:19.173929,1243.07,Credit Card
301,24657,2024-05-11 09:39:42.015032,394.11,Credit Card
302,8214,2024-09-17 01:13:11.430670,309.73,Cash
303,2627,2024-04-23 18:39:23.857731,670.08,Net Banking
304,30676,2024-07-01 17:00:00.664710,399.48,UPI
305,1377,2024-09-13 04:01:31.992115,1690.33,Cash
306,34556,2025-01-31 21:00:13.706742,1256.53,Net Banking
307,18227,2024-08-14 04:35:48.891881,1251.71,UPI
308,30652,2025-02-17 12:08:16.097635,1470.63,Net Banking
309,43950,2024-05-25 18:59:18.885272,1576.62,Credit Card
310,13752,2025-04-01 15:34:47.211214,1894.92,Cash
311,29683,2024-06-18 09:31:11.974433,220.09,Net Banking
312,211,2025-01-13 03:41:53.405326,1205.23,UPI
313,43995,2024-10-11 02:19:41.343971,469.2,Cash
314,31011,2025-01-20 18:16:12.955195,438.75,Credit Card
315,33232,2024-04-15 05:42:27.068005,203.04,Net Banking
316,8764,2025-02-25 13:02:31.072287,1686.15,Cash
317,3819,2024-11-27 01:29:55.253384,1265.17,UPI
318,8298,2025-01-15 23:30:07.581142,1438.18,Credit Card
319,32326,2024-09-01 00:51:33.443457,194.85,Net Banking
320,45809,2024-04-07 10:59:06.578943,1028.82,Credit Card
321,1492,2025-01-02 22:54:30.470232,1223.26,Credit Card
322,40041,2024-04-11 18:06:43.412215,255.28,Credit Card
323,11092,2025-03-09 16:02:55.839722,627.75,Cash
324,12199,2025-03-07 07:07:51.962078,1377.0,UPI
325,30067,2024-12-10 18:26:57.421852,461.91,Net Banking
326,43949,2024-04-20 13:27:05.562427,987.91,UPI
327,43865,2025-03-01 10:09:21.482010,1957.08,Credit Card
328,27035,2024-12-13 11:06:46.687116,1832.11,Cash
329,24509,2024-05-26 22:51:21.286357,190.72,Net Banking
330,11962,2024-08-08 11:43:24.161078,1009.17,Credit Card
331,16935,2025-02-12 01:33:44.307672,695.86,Net Banking
332,31641,2024-04-25 12:08:08.026958,719.19,Net Banking
333,19686,2024-07-30 03:26:16.882528,1267.18,Net Banking
334,6508,2024-09-19 12:17:32.218339,1386.8,UPI
335,46677,2024-11-24 15:02:42.952404,583.66,UPI
336,17931,2024-09-24 04:06:17.807142,1510.1,Net Banking
337,20552,2024-12-07 04:59:23.074805,374.26,Credit Card
338,43792,2025-01-23 18:13:04.924079,1352.31,Net Banking
339,42620,2024-08-13 02:14:00.579430,153.27,Credit Card
340,30717,2024-05-05 11:08:33.024366,1207.74,UPI
341,23316,2024-12-27 12:48:30.084698,233.85,Cash
342,48101,2024-04-12 10:11:34.217587,478.6,Net Banking
343,20870,2024-04-23 00:19:16.312549,364.77,Cash
344,35268,2024-08-04 17:11:25.865812,468.1,Cash
345,8023,2024-07-01 00:50:59.201460,833.14,UPI
346,16905,2024-11-25 05:26:35.575824,1824.49,Credit Card
347,47366,2024-09-27 03:17:17.337904,920.45,Net Banking
348,20388,2025-01-21 00:21:02.599985,1057.32,Credit Card
349,45753,2024-11-28 16:47:38.321136,710.53,Cash
350,999,2024-10-11 11:42:24.052891,887.33,Credit Card
351,49931,2024-12-11 19:42:26.121911,898.87,UPI
352,6637,2024-07-31 08:19:19.512474,1435.43,Cash
353,20636,2024-10-30 22:21:17.265246,1989.04,UPI
354,11149,2025-03-19 13:02:07.051075,1649.43,UPI
355,41066,2024-05-24 14:53:46.953926,1283.22,Cash
356,31640,2025-03-13 18:42:40.560323,455.11,UPI
357,6677,2024-05-14 01:40:27.231389,1077.82,Net Banking
358,15131,2024-10-31 13:58:38.408011,1824.13,Credit Card
359,32333,2024-09-24 16:07:33.084493,774.71,Cash
360,35621,2024-10-16 03:54:27.593604,760.58,Net Banking
361,2654,2024-05-25 20:02:06.144330,1482.15,Net Banking
362,7812,2024-04-27 23:26:38.283491,1186.17,Credit Card
363,29780,2024-10-06 17:29:43.136506,1755.54,Credit Card
364,29359,2025-03-24 13:56:22.782842,1368.76,Credit Card
365,7939,2025-01-30 11:08:05.826236,1227.96,Credit Card
366,25073,2024-08-30 22:31:29.781660,221.22,Credit Card
367,27405,2024-04-21 11:17:26.670824,396.63,Credit Card
368,41515,2024-04-13 23:54:57.299072,1351.65,Net Banking
369,27198,2024-12-19 17:27:32.069545,1635.15,Credit Card
370,11453,2024-09-14 20:57:04.674115,1669.93,Net Banking
371,9106,2025-02-04 03:36:30.851647,1693.5,UPI
372,38975,2025-02-22 20:52:56.437208,1256.5,Net Banking
373,45968,2024-07-29 22:16:18.128060,454.21,Net Banking
374,24617,2024-04-08 14:37:27.557566,664.79,Cash
375,25470,2024-06-29 01:38:29.979113,1327.83,Cash
376,37353,2024-06-18 11:33:12.573356,1087.99,UPI
377,20501,2024-08-15 14:58:27.852650,777.15,UPI
378,39386,2025-03-29 06:57:03.825260,118.61,Credit Card
379,12400,2025-03-20 20:43:58.304198,475.56,Net Banking
380,4798,2024-11-14 04:09:23.895216,1926.27,Cash
381,26503,2024-06-05 02:03:15.219802,1867.13,UPI
382,20257,2024-06-10 01:21:09.535180,1139.2,Net Banking
383,25065,2024-09-27 13:40:34.451159,446.76,Net Banking
384,3330,2024-09-07 08:39:50.536150,564.09,Credit Card
385,27641,2024-05-26 08:53:20.831777,1723.11,Net Banking
386,6412,2025-03-17 16:10:26.025811,1364.79,UPI
387,42425,2024-04-30 10:39:00.514146,1687.45,UPI
388,2947,2024-12-27 14:01:07.269321,648.85,Cash
389,13626,2024-11-27 09:37:29.928817,1558.84,Credit Card
390,9402,2025-03-13 23:17:02.922011,1393.86,Cash
391,20245,2025-03-28 14:48:03.196817,346.55,Net Banking
392,13937,2024-12-10 05:45:00.652708,365.19,Credit Card
393,20006,2024-07-15 10:54:36.042077,1271.69,Credit Card
394,48638,2024-06-26 02:10:49.470738,891.23,Credit Card
395,27735,2024-11-22 11:50:15.747603,1271.46,UPI
396,17624,2024-08-25 12:02:39.167216,1053.15,Net Banking
397,19780,2025-03-02 11:48:59.421679,1833.56,Net Banking
398,37826,2024-07-17 08:03:50.822418,1793.99,UPI
399,33218,2024-07-22 03:00:08.807690,1319.87,Cash
400,38898,2024-05-21 21:28:10.491301,1639.2,Net Banking
401,14186,2024-04-30 21:53:02.521326,1232.26,Cash
402,15704,2024-06-08 10:29:44.680283,1057.14,Cash
403,3181,2024-05-10 13:37:53.629204,1315.94,Cash
404,1517,2024-11-01 20:29:27.951359,1601.82,UPI
405,30893,2024-08-16 17:31:49.236630,391.94,UPI
406,47595,2024-09-04 01:10:16.668865,708.79,Cash
407,49675,2024-05-15 10:20:02.564417,1499.3,Net Banking
408,24517,2025-01-17 03:57:37.933792,1143.23,Cash
409,11782,2024-09-18 00:53:25.650122,1448.54,Net Banking
410,46781,2024-06-07 02:32:02.574439,1120.03,Cash
411,31052,2024-06-03 18:12:34.231278,865.21,UPI
412,46605,2024-10-31 06:03:22.877478,438.19,Net Banking
413,28328,2024-09-23 21:02:11.495145,1310.01,Cash
414,37423,2024-09-05 00:42:27.195469,261.82,UPI
415,9466,2025-01-26 18:01:10.003690,427.14,Cash
416,28176,2025-02-18 07:24:27.754183,756.68,UPI
417,11828,2025-04-02 02:11:17.052810,526.93,Net Banking
418,31650,2024-11-25 17:23:22.822600,1137.31,UPI
419,25702,2024-12-04 12:39:27.946406,1755.03,Net Banking
420,9897,2024-06-03 08:20:16.159607,1764.93,Net Banking
421,36530,2024-06-21 21:24:42.859669,979.42,Cash
422,9690,2025-02-19 00:10:35.939349,1261.78,UPI
423,34433,2024-04-17 19:55:08.875481,874.25,UPI
424,32402,2024-06-09 20:47:15.666444,742.82,Cash
425,16303,2024-07-22 01:54:02.818092,1468.42,Net Banking
426,36755,2024-10-11 15:15:17.800306,1922.86,Net Banking
427,21162,2025-03-12 04:31:23.166931,1171.86,Cash
428,13859,2024-07-07 08:33:18.195059,1491.32,UPI
429,769,2025-03-20 13:56:21.649277,1441.11,Net Banking
430,49304,2024-11-28 16:15:04.576400,579.52,UPI
431,21624,2024-11-15 14:04:38.479894,1601.96,Cash
432,45225,2024-08-22 06:30:07.684785,858.19,Credit Card
433,47705,2024-09-08 10:36:19.216837,321.86,UPI
434,32034,2024-04-05 19:06:40.519850,1041.7,UPI
435,45396,2025-03-26 08:40:42.043299,197.66,Net Banking
436,22146,2024-09-11 10:19:57.323715,213.06,UPI
437,32154,2024-06-09 12:54:23.770391,1353.29,Cash
438,17719,2024-07-30 01:41:50.032444,1746.18,Cash
439,5978,2024-09-30 01:46:35.741895,795.79,UPI
440,10021,2024-10-19 08:22:53.275388,1851.33,UPI
441,24007,2024-11-06 03:18:38.903497,679.74,Net Banking
442,2443,2024-12-29 04:38:21.311990,394.65,Credit Card
443,20035,2024-06-23 10:11:57.771288,199.69,UPI
444,8014,2024-07-01 00:16:31.012835,948.75,UPI
445,18819,2024-12-01 03:04:23.900572,1996.61,Credit Card
446,18065,2024-11-11 12:54:56.265418,1910.33,Cash
447,2834,2024-11-02 10:38:24.280390,1200.53,Net Banking
448,48326,2025-01-04 10:47:09.797280,717.86,Credit Card
449,12757,2024-04-12 22:18:14.606715,1231.66,Net Banking
450,49426,2024-04-08 02:02:29.641890,1615.8,UPI
451,17153,2024-09-20 16:36:47.334446,1515.76,Credit Card
452,39300,2024-07-31 04:38:41.431029,1216.99,UPI
453,7109,2024-10-17 19:57:34.638998,617.49,Net Banking
454,3598,2024-06-02 15:15:12.522950,1910.02,Credit Card
455,21627,2024-08-01 01:20:02.693439,198.94,UPI
456,26547,2024-09-11 21:15:22.483817,901.46,UPI
457,26015,2024-10-20 02:18:43.323111,644.44,Net Banking
