order_item_id,order_id,food_id,quantity,item_name
36728,40717,307,3,Burger
46520,16295,211,1,Burger
47902,17520,435,1,Pizza
40058,21519,105,2,Burger
17640,37413,135,2,Pizza
27407,48472,169,1,Sushi
16715,34337,435,2,Sushi
20332,22078,435,3,Wrap
35131,27305,252,3,Fries
36085,16524,336,4,Sushi
15073,19406,269,3,Sushi
15207,14534,331,1,Fries
8764,43952,320,3,Sushi
21974,42521,360,1,Pizza
8728,31487,280,1,Fries
30802,1573,443,2,Wrap
32487,7335,219,3,Pizza
26668,29219,118,3,Fries
34967,27614,479,3,Wrap
18830,6574,399,3,Salad
30330,15009,391,1,Sushi
35881,30068,125,1,Wrap
12441,39898,155,2,Wrap
24393,5045,375,2,Salad
26197,48497,228,2,Salad
34203,34134,174,1,Pizza
42958,6151,211,4,Fries
5505,42703,230,4,Sushi
31485,23170,202,1,Burger
25033,7212,454,3,Wrap
15096,2670,263,1,Sushi
44093,23430,179,2,Wrap
32903,48705,243,3,Sushi
32779,13774,244,4,Salad
11097,31848,175,2,Burger
29446,29087,415,2,Pizza
39669,40504,260,2,Pizza
39151,26330,308,3,Sushi
30585,34652,465,1,Sushi
40471,44824,498,1,Salad
12688,21781,282,3,Pizza
15378,38272,144,4,Pizza
10844,10649,191,1,Fries
40708,6684,440,4,Wrap
1290,16224,487,1,Wrap
15970,8164,295,1,Pizza
7034,28146,195,4,Wrap
49045,43934,466,3,Fries
12476,41131,421,3,Salad
18990,10674,151,2,Fries
22451,12384,151,3,Fries
43134,9021,350,2,Pizza
32885,27731,366,1,Wrap
15886,30016,367,4,Sushi
3277,37513,369,4,Burger
13997,43826,108,1,Pizza
33187,31298,136,1,Pizza
27112,48514,164,3,Burger
27265,37817,106,4,Salad
25649,44819,275,1,Salad
10192,41665,474,2,Salad
47695,16327,254,3,Pizza
24163,19926,137,2,Burger
9690,19204,179,1,Sushi
15217,24000,154,2,Sushi
9561,47907,383,2,Salad
44939,31295,401,1,Burger
12600,38344,311,3,Pizza
46186,41901,273,3,Salad
42478,37383,497,4,Wrap
24551,7110,275,1,Burger
29175,10522,256,1,Wrap
21357,3228,412,4,Wrap
40070,13779,255,2,Burger
16136,35879,246,2,Pizza
10727,37721,451,3,Burger
2438,44630,465,4,Wrap
1785,14661,222,3,Burger
2662,47855,356,1,Burger
13025,37186,226,1,Sushi
32758,3551,472,3,Sushi
32526,16815,329,3,Pizza
16446,28443,365,3,Wrap
6675,41270,123,1,Wrap
47496,2096,279,1,Salad
26524,18947,468,1,Salad
31533,47367,445,2,Sushi
19691,43773,247,3,Fries
33549,32448,286,2,Pizza
7067,5571,190,3,Fries
12784,20995,483,1,Sushi
43571,20741,160,1,Burger
43158,15533,193,1,Sushi
28621,34416,475,1,Salad
42388,1518,479,3,Sushi
7374,5458,417,3,Pizza
16618,48694,307,1,Fries
19755,41809,285,3,Pizza
24338,32816,475,4,Pizza
30666,18535,434,2,Pizza
22573,37877,186,3,Fries
25448,46430,285,2,Fries
18612,3048,140,3,Pizza
22958,43894,185,1,Salad
21257,46537,188,4,Salad
16286,38702,282,2,Salad
15816,30986,464,4,Burger
1152,28031,436,3,Pizza
48996,41578,264,4,Salad
6620,18741,134,4,Burger
46140,36615,348,3,Pizza
31422,46323,333,4,Salad
10994,29192,306,2,Burger
48203,3073,437,3,Fries
29993,24463,160,3,Salad
36997,2744,391,3,Sushi
34445,33516,455,3,Fries
27225,32038,131,1,Burger
7024,20045,171,1,Fries
21714,24092,332,2,Salad
5344,11780,356,3,Wrap
7013,17774,153,1,Fries
18046,18783,195,1,Fries
35345,26600,480,3,Sushi
22225,34118,465,2,Sushi
22483,35810,470,2,Salad
35708,11138,147,2,Pizza
46510,11166,353,3,Burger
28925,5858,449,4,Wrap
19385,49370,287,4,Fries
17121,5658,100,1,Pizza
7345,7597,103,4,Pizza
27987,9210,349,1,Fries
45312,33978,291,2,Burger
41550,15374,126,3,Salad
34083,3514,378,2,Salad
34979,49176,304,4,Pizza
43609,49373,208,4,Wrap
31191,23614,297,4,Wrap
38572,5326,125,1,Burger
15481,26254,376,4,Fries
32373,10366,258,3,Salad
46699,16753,133,1,Wrap
23397,34615,274,1,Burger
42963,18542,322,4,Salad
31855,37764,325,4,Salad
32217,10466,420,3,Burger
46769,12457,261,4,Sushi
40697,15246,213,3,Pizza
13555,44670,364,1,Fries
12505,6850,376,3,Pizza
27793,41972,252,4,Burger
5474,30542,305,2,Burger
5863,38351,230,2,Fries
32287,40245,207,1,Pizza
49616,6622,444,4,Fries
30733,15577,142,4,Burger
39194,4951,370,2,Pizza
21598,29721,398,3,Wrap
959,16502,123,3,Wrap
10740,25455,208,1,Pizza
22126,43577,373,1,Salad
48779,14800,135,3,Wrap
38964,40761,488,1,Pizza
32015,21418,108,1,Wrap
25580,6730,374,3,Burger
39202,20260,467,2,Fries
4013,29378,160,3,Wrap
48839,37419,264,4,Fries
6942,45135,109,3,Pizza
13411,45974,221,2,Fries
47202,36692,271,1,Sushi
23480,32698,269,3,Burger
7984,45155,404,1,Salad
11197,41771,153,2,Fries
36054,26631,211,1,Salad
984,40919,475,1,Burger
34648,17746,321,3,Fries
21695,7736,248,3,Wrap
21049,45097,375,3,Pizza
39539,6843,284,4,Sushi
15748,33155,254,1,Salad
49372,22675,257,2,Fries
41489,21443,360,3,Fries
9212,8633,143,2,Pizza
44694,49005,111,1,Fries
9577,6083,334,4,Fries
33942,10058,144,2,Salad
41618,8688,204,1,Fries
42682,2604,139,2,Burger
5427,4642,297,2,Burger
10012,41940,121,3,Salad
34809,42380,265,1,Pizza
14564,1664,309,4,Salad
7473,40137,411,2,Burger
47059,48011,223,4,Wrap
812,49171,385,2,Burger
5614,4897,218,4,Salad
19512,31087,401,4,Salad
6021,14995,209,1,Sushi
16995,21694,486,4,Fries
36935,27566,435,3,Pizza
27721,49258,271,3,Burger
25605,9945,465,2,Pizza
18239,23912,162,4,Burger
29957,40870,124,1,Fries
9908,46654,219,1,Salad
3187,30419,461,2,Fries
18222,34212,142,3,Sushi
14325,28100,475,2,Pizza
37968,30649,492,3,Pizza
27477,48535,380,4,Sushi
31497,32132,375,4,Fries
13799,18273,254,2,Wrap
42791,36471,499,4,Sushi
31364,14918,168,2,Burger
48165,18991,470,3,Fries
22942,36482,246,4,Fries
27897,28786,210,3,Salad
20324,41266,399,2,Salad
26148,44519,268,4,Salad
43397,5383,194,1,Burger
7808,5768,181,1,Wrap
33038,35758,176,3,Sushi
27310,17300,494,2,Wrap
31032,48278,230,4,Sushi
26789,22692,204,3,Fries
5527,31496,317,2,Wrap
24709,34058,364,2,Burger
18754,28965,485,1,Fries
6209,39758,329,4,Burger
27005,48328,395,4,Fries
7839,21612,135,2,Pizza
15839,36267,178,3,Wrap
16846,24538,139,4,Fries
44327,48484,434,4,Burger
17360,23153,459,2,Wrap
44181,5442,260,3,Salad
34070,47632,261,3,Salad
29290,23276,377,4,Fries
10836,13673,341,2,Pizza
14873,25446,306,2,Salad
21124,35529,318,1,Wrap
1689,12952,148,1,Salad
35995,7142,249,4,Pizza
15426,37607,205,4,Wrap
6036,34520,395,3,Burger
26189,31483,296,1,Burger
34564,1193,250,1,Sushi
6819,27820,189,3,Sushi
33093,18228,166,1,Fries
29165,9071,136,2,Salad
26670,26819,403,2,Burger
30284,24742,329,3,Wrap
29064,20571,348,4,Wrap
8234,7231,419,3,Salad
252,46141,193,1,Wrap
39452,31443,372,4,Fries
11765,37327,196,4,Salad
49944,9018,291,4,Wrap
9485,44805,267,1,Wrap
43579,38165,249,4,Sushi
24505,1229,142,1,Burger
13321,22583,201,3,Pizza
30262,46142,259,3,Burger
26758,30316,260,3,Wrap
35910,31097,350,4,Sushi
11797,15044,413,1,Wrap
44971,37918,227,1,Wrap
21670,15679,152,1,Fries
8511,36734,261,1,Burger
29786,5491,300,1,Pizza
34336,39056,115,2,Burger
23122,41564,255,1,Fries
24853,23310,276,3,Salad
33913,9102,275,1,Sushi
36477,41180,367,1,Wrap
31834,5897,192,1,Salad
23202,37696,335,1,Burger
7336,13820,458,1,Pizza
3680,14894,258,1,Wrap
22924,2962,187,1,Fries
31110,5243,156,2,Wrap
34288,11765,107,4,Burger
12439,20491,200,2,Wrap
14219,49452,333,1,Sushi
12838,21532,353,2,Wrap
7065,1873,426,4,Burger
6668,25071,218,1,Burger
49717,44629,442,4,Salad
21051,13502,374,2,Pizza
41848,29160,374,4,Wrap
10573,12845,271,2,Pizza
15286,18946,489,2,Sushi
31565,28327,371,1,Sushi
832,7215,278,2,Fries
38808,42814,213,2,Fries
27394,7421,249,2,Pizza
22039,49322,220,1,Salad
42419,4879,423,2,Wrap
32550,35213,145,1,Burger
21513,8756,371,3,Fries
12699,22479,461,3,Wrap
16478,40862,254,1,Fries
46655,21717,136,2,Wrap
43713,44263,468,1,Sushi
26034,2429,402,4,Fries
26615,36430,329,3,Pizza
2688,15397,351,3,Sushi
16886,26976,213,2,Pizza
20014,14614,180,4,Burger
46921,4281,362,2,Burger
35202,36239,418,4,Pizza
24911,25436,283,3,Wrap
3707,27061,318,4,Salad
34951,29237,157,1,Salad
15954,20910,449,3,Sushi
29455,31664,195,1,Burger
6798,34486,453,4,Burger
30387,37237,362,2,Sushi
30790,24122,161,1,Pizza
26508,41488,479,2,Pizza
14305,1356,392,4,Wrap
13633,22362,380,2,Pizza
38213,45454,246,4,Salad
10466,4849,136,2,Pizza
19123,49049,243,2,Sushi
21833,18427,142,1,Burger
17365,27590,414,2,Wrap
30180,27593,492,2,Burger
34247,19693,217,3,Sushi
28379,34506,213,3,Pizza
30055,14202,450,4,Pizza
12641,28902,396,4,Pizza
26750,9420,109,3,Fries
42938,19754,483,3,Burger
21401,48310,156,2,Sushi
31442,19084,321,1,Salad
5849,8519,235,4,Pizza
37686,25194,252,3,Wrap
34792,24402,270,2,Salad
30478,44474,332,2,Salad
6127,38189,198,2,Pizza
26138,33203,123,1,Wrap
548,40618,282,3,Wrap
37038,19852,289,2,Salad
608,43757,342,2,Burger
21706,21968,302,4,Wrap
27205,39517,492,4,Salad
37241,8276,371,2,Burger
7025,30711,101,1,Salad
29912,22467,399,4,Fries
6217,32066,446,3,Fries
7294,44729,183,2,Fries
13402,40053,472,3,Burger
46352,19456,237,4,Sushi
26414,33326,475,1,Burger
29674,27026,376,1,Salad
49683,25649,271,3,Sushi
10238,22018,133,1,Sushi
4200,48230,438,3,Pizza
7459,26730,374,1,Burger
9104,11017,178,3,Fries
24269,37263,329,4,Wrap
16381,25371,457,1,Fries
31176,23342,318,2,Burger
48179,29313,253,2,Burger
31800,27022,302,2,Burger
19361,42573,380,1,Sushi
39942,32170,442,1,Wrap
26981,44115,148,2,Sushi
49678,19938,397,4,Fries
23054,8051,239,2,Salad
47525,29135,146,4,Fries
33792,22477,395,2,Salad
1737,27287,231,2,Pizza
18638,11765,297,4,Fries
10342,25743,392,1,Burger
39781,27790,235,2,Burger
29400,9327,183,3,Sushi
38021,24388,439,3,Wrap
18982,37787,353,3,Salad
46265,39278,200,1,Pizza
24767,29025,147,4,Fries
48613,45341,152,2,Burger
42586,25909,449,2,Sushi
41597,25084,490,3,Fries
44527,5076,243,4,Sushi
24281,40787,171,2,Burger
24444,4625,481,2,Pizza
19524,35181,102,3,Fries
40104,32084,429,3,Burger
33862,19987,204,3,Salad
47280,43120,270,3,Sushi
43700,24644,472,1,Sushi
39907,24123,457,4,Wrap
10847,21177,303,4,Sushi
30089,4521,185,2,Salad
21249,4376,425,4,Burger
25560,25455,167,3,Sushi
21123,15736,175,4,Pizza
7872,3162,161,1,Sushi
29360,31049,341,1,Wrap
5214,33991,135,2,Sushi
20058,11724,287,2,Sushi
49765,3426,258,4,Pizza
8683,43261,240,1,Pizza
45137,39176,135,4,Burger
48306,44491,275,3,Fries
33492,40645,166,2,Salad
27612,23590,257,2,Fries
4807,46055,369,4,Sushi
38951,2979,146,4,Burger
32616,39458,125,3,Burger
41284,17395,174,1,Burger
48095,7470,129,2,Burger
21934,40991,359,4,Salad
3859,15114,254,4,Burger
26362,30189,330,4,Pizza
30865,40082,474,2,Sushi
26477,42989,219,2,Wrap
9497,31402,254,2,Burger
20480,40268,186,4,Fries
16621,5662,415,3,Sushi
19812,49145,116,4,Fries
2530,20364,135,4,Sushi
30692,26380,184,2,Sushi
4166,27452,467,1,Burger
4038,44555,102,2,Fries
43796,10716,103,3,Fries
30492,5838,454,3,Sushi
18015,4337,162,1,Sushi
32968,39705,180,4,Salad
16994,48450,434,4,Wrap
48699,36973,250,1,Fries
12185,25859,488,3,Pizza
3214,41115,303,3,Burger
16466,12758,483,1,Wrap
6696,13491,443,3,Sushi
37146,12297,241,4,Burger
25615,39378,213,3,Burger
40722,2515,417,3,Wrap
3223,45058,206,2,Pizza
34477,2202,199,1,Wrap
835,44578,366,3,Pizza
38575,14358,287,2,Wrap
29520,36255,160,3,Pizza
746,23286,217,3,Fries
9574,15852,107,4,Fries
4924,39761,245,1,Pizza
35016,3430,374,1,Pizza
6276,37443,430,2,Burger
44028,26744,456,2,Wrap
42982,17854,381,1,Salad
42056,4870,461,4,Salad
41721,9285,430,3,Sushi
12282,3121,335,2,Sushi
7712,29529,248,1,Salad
28670,19808,147,2,Fries
47495,17723,498,3,Sushi
49653,34146,192,4,Sushi
338,35112,117,4,Fries
26184,22497,180,3,Salad
44460,34928,112,4,Salad
46405,27873,422,4,Fries
11855,14991,489,1,Wrap
42833,37655,396,2,Burger
4204,38586,301,2,Wrap
4740,25649,219,2,Salad
1941,43395,303,3,Wrap
45896,29211,420,1,Pizza
26775,27966,435,3,Fries
45412,42199,106,4,Pizza
47025,3207,215,4,Burger
10077,35551,249,4,Wrap
35932,9491,260,2,Wrap
7186,14995,253,2,Sushi
28241,15499,187,1,Fries
25710,9643,474,2,Fries
49116,43314,279,4,Wrap
6995,38462,414,2,Pizza
1349,18982,221,4,Sushi
14521,35346,322,3,Sushi
6599,34700,249,3,Pizza
11656,28561,109,4,Salad
29003,27127,333,1,Sushi
29778,33201,255,4,Pizza
25598,38833,356,1,Salad
14420,21631,363,3,Fries
8373,37868,302,4,Burger
9005,32425,294,1,Wrap
32038,20049,229,2,Burger
33473,46146,422,4,Pizza
42172,20761,118,1,Pizza
19713,7272,363,1,Burger
38471,41701,231,1,Burger
23865,16586,161,3,Wrap
7467,32457,284,3,Sushi
38484,47458,228,1,Sushi
23827,12535,256,2,Salad
36703,18555,229,3,Sushi
48670,15692,408,4,Fries
3690,27393,408,3,Fries
21508,45839,225,1,Fries
8885,40131,494,4,Sushi
16184,40006,482,1,Salad
46548,36776,470,1,Salad
45040,21439,218,4,Burger
22195,5537,203,4,Pizza
41210,20131,153,4,Sushi
19552,20122,112,4,Burger
23976,25710,446,4,Salad
47729,34840,167,2,Fries
28677,13691,182,2,Burger
24643,46825,317,1,Wrap
49991,3640,180,1,Salad
799,29603,194,2,Fries
17596,27072,347,3,Fries
49922,1428,301,2,Fries
21394,16167,383,1,Sushi
38940,49434,494,3,Burger
11278,41322,154,2,Fries
9950,6706,336,1,Sushi
48162,18726,384,3,Pizza
19056,11319,445,4,Sushi
44697,36948,362,4,Salad
11805,21620,379,1,Sushi
45340,44768,183,3,Salad
24194,31785,315,3,Salad
27339,23743,116,1,Sushi
14887,36520,160,2,Fries
10047,4877,336,4,Burger
45794,24727,250,4,Fries
9240,46776,321,4,Burger
9755,22478,440,4,Wrap
35653,4286,294,4,Burger
16419,12639,477,2,Sushi
36850,10138,141,1,Pizza
49882,47674,489,1,Wrap
10885,27425,230,4,Pizza
17805,39678,390,3,Wrap
24511,8230,383,1,Burger
30859,19717,278,4,Sushi
37670,34558,320,3,Pizza
43569,46277,454,1,Wrap
41121,5033,212,2,Salad
8302,48391,337,4,Sushi
10178,48700,262,2,Salad
39096,45066,407,4,Salad
42293,41117,402,2,Pizza
6894,13546,355,1,Wrap
6532,42126,404,1,Fries
49575,39399,215,2,Salad
37403,28487,372,1,Salad
43297,44848,198,2,Burger
30708,21822,207,2,Pizza
13311,45635,183,4,Fries
1558,22002,415,3,Sushi
37222,23959,341,2,Fries
39339,45640,344,3,Fries
39828,17294,478,1,Fries
4678,3727,202,2,Sushi
18697,2596,162,1,Pizza
35568,31365,184,1,Sushi
9317,32685,239,1,Wrap
45337,45738,144,2,Burger
23045,22935,430,1,Pizza
3387,26463,448,1,Pizza
33201,20708,226,1,Pizza
42633,14575,262,3,Salad
12604,34634,129,1,Fries
16410,42009,109,3,Burger
6679,16945,126,1,Sushi
39288,47157,127,3,Salad
46941,46810,338,2,Salad
42350,33709,370,2,Sushi
30584,47592,352,2,Salad
25229,40084,103,1,Sushi
17632,9998,247,4,Salad
41613,25868,421,2,Sushi
20707,9723,126,2,Burger
13098,33838,460,3,Pizza
43604,9216,272,2,Sushi
4143,30259,140,3,Burger
24258,18664,129,4,Fries
48010,8993,113,3,Fries
13082,15057,102,2,Wrap
5637,47344,342,2,Burger
35947,23437,146,4,Burger
21408,21295,210,1,Wrap
25595,29269,276,3,Wrap
26986,3731,263,1,Pizza
41637,17141,359,1,Pizza
16914,25525,361,4,Wrap
15242,9248,272,3,Wrap
10341,4152,343,1,Wrap
26238,26669,259,1,Burger
995,17023,206,1,Sushi
45497,9073,288,3,Salad
28165,26687,350,4,Wrap
44100,24579,474,2,Pizza
23810,2139,377,4,Pizza
19419,12920,416,2,Fries
7009,7631,353,2,Pizza
8611,29776,206,2,Pizza
1896,6291,236,4,Fries
3748,1511,479,2,Wrap
2876,31205,297,3,Salad
