food_id,name,category,price
55,Dal Makhani,North Indian,322.27
56,Dal Makhani,North Indian,238.67
57,Hakka Noodles,Chinese,429.91
58,Fries,Fast Food,356.89
59,Pizza,Fast Food,404.16
60,Pizza,Fast Food,253.28
61,Fries,Fast Food,439.16
62,Paneer Butter Masala,North Indian,326.65
63,Paneer Butter Masala,North Indian,74.07
64,Paneer Butter Masala,North Indian,116.95
65,Rasgulla,Desserts,184.28
66,Idli Sambar,South Indian,305.16
67,Fries,Fast Food,244.34
68,Spring Rolls,Chinese,191.17
69,Chole Bhature,North Indian,111.85
70,Hakka Noodles,Chinese,263.4
71,Ice Cream,Desserts,71.71
72,Chole Bhature,North Indian,388.72
73,Vada,South Indian,57.48
74,Ice Cream,Desserts,231.43
75,Fries,Fast Food,494.07
76,Pizza,Fast Food,342.05
77,Manchurian,Chinese,301.4
78,Pizza,Fast Food,340.57
79,Manchurian,Chinese,164.68
80,Gulab Jamun,Desserts,146.23
81,Chole Bhature,North Indian,246.97
82,Hakka Noodles,Chinese,385.87
83,Manchurian,Chinese,270.64
84,Idli Sambar,South Indian,88.16
85,Vada,South Indian,483.82
86,Dal Makhani,North Indian,475.21
87,Vada,South Indian,272.19
88,Ice Cream,Desserts,344.44
89,Manchurian,Chinese,417.89
90,Chole Bhature,North Indian,277.57
91,Vada,South Indian,162.57
92,Chole Bhature,North Indian,197.17
93,Ice Cream,Desserts,343.05
94,Vada,South Indian,486.3
95,Ice Cream,Desserts,468.3
96,Idli Sambar,South Indian,255.05
97,Hakka Noodles,Chinese,442.03
98,Rasgulla,Desserts,89.5
99,Dal Makhani,North Indian,403.82
100,Chole Bhature,North Indian,185.28
101,Spring Rolls,Chinese,478.11
102,Rasgulla,Desserts,310.43
103,Fries,Fast Food,251.77
104,Rasgulla,Desserts,254.75
105,Hakka Noodles,Chinese,324.22
106,Gulab Jamun,Desserts,394.61
107,Idli Sambar,South Indian,270.27
108,Manchurian,Chinese,114.41
109,Dosa,South Indian,134.33
110,Burger,Fast Food,326.18
111,Idli Sambar,South Indian,225.31
112,Dosa,South Indian,298.32
113,Spring Rolls,Chinese,483.41
114,Dal Makhani,North Indian,220.98
115,Burger,Fast Food,57.58
116,Burger,Fast Food,92.25
117,Gulab Jamun,Desserts,88.58
118,Fries,Fast Food,260.59
119,Ice Cream,Desserts,145.37
120,Paneer Butter Masala,North Indian,272.44
121,Hakka Noodles,Chinese,448.17
122,Dal Makhani,North Indian,183.7
123,Paneer Butter Masala,North Indian,458.8
124,Fries,Fast Food,79.69
125,Chole Bhature,North Indian,291.2
126,Pizza,Fast Food,315.1
127,Pizza,Fast Food,390.98
128,Chole Bhature,North Indian,441.36
129,Spring Rolls,Chinese,372.45
130,Gulab Jamun,Desserts,123.88
131,Vada,South Indian,286.92
132,Fries,Fast Food,61.8
133,Idli Sambar,South Indian,437.02
134,Chole Bhature,North Indian,114.73
135,Pizza,Fast Food,67.85
136,Paneer Butter Masala,North Indian,332.25
137,Burger,Fast Food,409.65
138,Gulab Jamun,Desserts,344.9
139,Fries,Fast Food,164.22
140,Manchurian,Chinese,363.61
141,Idli Sambar,South Indian,454.23
142,Fries,Fast Food,485.8
143,Vada,South Indian,69.9
144,Rasgulla,Desserts,216.21
145,Chole Bhature,North Indian,408.1
146,Dal Makhani,North Indian,489.14
147,Dosa,South Indian,203.37
148,Burger,Fast Food,301.65
149,Burger,Fast Food,133.23
150,Dosa,South Indian,332.02
151,Spring Rolls,Chinese,63.49
152,Burger,Fast Food,146.18
153,Gulab Jamun,Desserts,258.38
154,Spring Rolls,Chinese,432.57
155,Chole Bhature,North Indian,373.46
156,Vada,South Indian,107.94
157,Rasgulla,Desserts,242.1
158,Rasgulla,Desserts,312.09
159,Vada,South Indian,466.94
160,Paneer Butter Masala,North Indian,277.37
161,Ice Cream,Desserts,98.76
162,Paneer Butter Masala,North Indian,157.99
163,Pizza,Fast Food,305.68
164,Manchurian,Chinese,429.1
165,Hakka Noodles,Chinese,429.39
166,Manchurian,Chinese,257.55
167,Pizza,Fast Food,476.19
168,Paneer Butter Masala,North Indian,175.99
169,Vada,South Indian,198.38
170,Chole Bhature,North Indian,247.23
171,Spring Rolls,Chinese,138.81
172,Vada,South Indian,485.49
173,Chole Bhature,North Indian,197.54
174,Manchurian,Chinese,145.11
175,Ice Cream,Desserts,453.63
176,Chole Bhature,North Indian,332.78
177,Manchurian,Chinese,468.12
178,Chole Bhature,North Indian,226.82
179,Rasgulla,Desserts,93.65
180,Fries,Fast Food,484.08
181,Idli Sambar,South Indian,391.57
182,Spring Rolls,Chinese,71.27
183,Dosa,South Indian,399.76
184,Rasgulla,Desserts,286.26
185,Pizza,Fast Food,269.45
186,Spring Rolls,Chinese,172.22
187,Paneer Butter Masala,North Indian,183.0
188,Paneer Butter Masala,North Indian,429.73
189,Ice Cream,Desserts,450.89
190,Fries,Fast Food,113.9
191,Hakka Noodles,Chinese,128.93
192,Manchurian,Chinese,346.74
193,Vada,South Indian,380.87
194,Pizza,Fast Food,467.07
195,Hakka Noodles,Chinese,95.71
196,Fries,Fast Food,204.43
197,Dosa,South Indian,269.64
198,Ice Cream,Desserts,170.34
199,Fries,Fast Food,217.15
200,Manchurian,Chinese,383.96
201,Chole Bhature,North Indian,416.2
202,Manchurian,Chinese,364.6
203,Paneer Butter Masala,North Indian,488.65
204,Burger,Fast Food,426.47
205,Spring Rolls,Chinese,262.94
206,Burger,Fast Food,124.83
207,Ice Cream,Desserts,310.36
208,Dosa,South Indian,170.16
209,Burger,Fast Food,341.58
210,Rasgulla,Desserts,106.88
211,Chole Bhature,North Indian,207.92
212,Manchurian,Chinese,334.69
213,Manchurian,Chinese,349.87
214,Spring Rolls,Chinese,370.73
215,Pizza,Fast Food,135.36
216,Vada,South Indian,62.83
217,Idli Sambar,South Indian,408.47
218,Spring Rolls,Chinese,52.4
219,Dal Makhani,North Indian,256.2
220,Pizza,Fast Food,278.26
221,Idli Sambar,South Indian,165.2
222,Hakka Noodles,Chinese,187.4
223,Rasgulla,Desserts,494.49
224,Fries,Fast Food,432.35
225,Pizza,Fast Food,406.22
226,Dal Makhani,North Indian,482.18
227,Dal Makhani,North Indian,233.31
228,Chole Bhature,North Indian,132.48
229,Dal Makhani,North Indian,349.18
230,Gulab Jamun,Desserts,452.63
231,Idli Sambar,South Indian,263.74
232,Burger,Fast Food,107.21
233,Hakka Noodles,Chinese,381.85
234,Rasgulla,Desserts,370.74
235,Dal Makhani,North Indian,172.74
236,Hakka Noodles,Chinese,132.59
237,Manchurian,Chinese,102.33
238,Ice Cream,Desserts,118.89
239,Paneer Butter Masala,North Indian,442.53
240,Dal Makhani,North Indian,397.99
241,Dal Makhani,North Indian,342.79
242,Burger,Fast Food,65.35
243,Pizza,Fast Food,80.45
244,Vada,South Indian,252.01
245,Fries,Fast Food,143.95
246,Dosa,South Indian,76.41
247,Vada,South Indian,382.68
248,Manchurian,Chinese,125.39
249,Rasgulla,Desserts,454.55
250,Dosa,South Indian,117.54
251,Chole Bhature,North Indian,246.09
252,Gulab Jamun,Desserts,284.84
253,Burger,Fast Food,193.79
254,Chole Bhature,North Indian,374.25
255,Fries,Fast Food,435.02
256,Fries,Fast Food,281.75
257,Chole Bhature,North Indian,475.24
258,Idli Sambar,South Indian,330.97
259,Dosa,South Indian,440.63
260,Manchurian,Chinese,380.56
261,Gulab Jamun,Desserts,381.36
262,Manchurian,Chinese,97.69
263,Spring Rolls,Chinese,465.96
264,Manchurian,Chinese,102.71
265,Spring Rolls,Chinese,410.83
266,Vada,South Indian,285.88
267,Spring Rolls,Chinese,59.99
268,Vada,South Indian,249.64
269,Hakka Noodles,Chinese,287.9
270,Rasgulla,Desserts,368.39
271,Paneer Butter Masala,North Indian,439.05
272,Rasgulla,Desserts,174.37
273,Gulab Jamun,Desserts,442.05
274,Paneer Butter Masala,North Indian,289.03
275,Vada,South Indian,213.49
276,Paneer Butter Masala,North Indian,220.61
277,Chole Bhature,North Indian,245.25
278,Paneer Butter Masala,North Indian,387.38
279,Pizza,Fast Food,120.53
280,Pizza,Fast Food,451.31
281,Manchurian,Chinese,246.88
282,Paneer Butter Masala,North Indian,166.38
283,Pizza,Fast Food,449.69
284,Manchurian,Chinese,264.92
285,Fries,Fast Food,59.89
286,Dosa,South Indian,150.33
287,Dosa,South Indian,231.97
288,Ice Cream,Desserts,330.48
289,Gulab Jamun,Desserts,375.4
290,Dal Makhani,North Indian,150.55
291,Pizza,Fast Food,224.93
292,Chole Bhature,North Indian,360.57
293,Gulab Jamun,Desserts,170.72
294,Dal Makhani,North Indian,184.18
295,Ice Cream,Desserts,235.39
296,Dal Makhani,North Indian,55.68
297,Dal Makhani,North Indian,185.14
298,Gulab Jamun,Desserts,374.27
299,Rasgulla,Desserts,447.61
300,Gulab Jamun,Desserts,172.66
301,Gulab Jamun,Desserts,69.71
302,Gulab Jamun,Desserts,210.78
303,Pizza,Fast Food,488.66
304,Fries,Fast Food,305.53
305,Idli Sambar,South Indian,211.36
306,Fries,Fast Food,388.33
307,Spring Rolls,Chinese,153.66
308,Chole Bhature,North Indian,455.2
309,Dosa,South Indian,201.06
310,Pizza,Fast Food,295.47
311,Idli Sambar,South Indian,463.18
312,Burger,Fast Food,109.06
313,Ice Cream,Desserts,341.56
314,Dosa,South Indian,138.77
315,Spring Rolls,Chinese,279.67
316,Fries,Fast Food,265.22
317,Spring Rolls,Chinese,329.17
318,Gulab Jamun,Desserts,141.87
319,Ice Cream,Desserts,121.53
320,Dosa,South Indian,95.33
321,Spring Rolls,Chinese,360.24
322,Fries,Fast Food,314.12
323,Manchurian,Chinese,81.89
324,Chole Bhature,North Indian,333.63
325,Idli Sambar,South Indian,410.1
326,Paneer Butter Masala,North Indian,434.8
327,Dal Makhani,North Indian,276.33
328,Dal Makhani,North Indian,208.73
329,Hakka Noodles,Chinese,127.27
330,Rasgulla,Desserts,266.35
331,Pizza,Fast Food,216.39
332,Dal Makhani,North Indian,224.64
333,Dal Makhani,North Indian,264.78
334,Ice Cream,Desserts,124.55
335,Chole Bhature,North Indian,334.83
336,Hakka Noodles,Chinese,376.69
337,Paneer Butter Masala,North Indian,478.36
338,Chole Bhature,North Indian,296.24
339,Dosa,South Indian,459.9
340,Paneer Butter Masala,North Indian,292.73
341,Ice Cream,Desserts,412.28
342,Fries,Fast Food,494.7
343,Paneer Butter Masala,North Indian,107.7
344,Fries,Fast Food,241.49
345,Fries,Fast Food,272.31
346,Paneer Butter Masala,North Indian,487.44
347,Paneer Butter Masala,North Indian,138.64
348,Fries,Fast Food,224.43
349,Hakka Noodles,Chinese,386.93
350,Hakka Noodles,Chinese,155.86
351,Paneer Butter Masala,North Indian,183.49
352,Manchurian,Chinese,328.98
353,Dosa,South Indian,409.46
354,Gulab Jamun,Desserts,216.45
355,Rasgulla,Desserts,306.61
356,Pizza,Fast Food,294.98
357,Chole Bhature,North Indian,285.11
358,Fries,Fast Food,254.19
359,Hakka Noodles,Chinese,88.97
360,Dosa,South Indian,119.98
361,Ice Cream,Desserts,80.56
362,Paneer Butter Masala,North Indian,98.22
363,Idli Sambar,South Indian,70.55
364,Paneer Butter Masala,North Indian,269.88
365,Dal Makhani,North Indian,197.28
366,Vada,South Indian,361.8
367,Fries,Fast Food,271.04
368,Fries,Fast Food,65.67
369,Ice Cream,Desserts,287.64
370,Dosa,South Indian,319.99
371,Hakka Noodles,Chinese,302.31
372,Paneer Butter Masala,North Indian,71.72
373,Gulab Jamun,Desserts,412.73
374,Idli Sambar,South Indian,173.32
375,Vada,South Indian,98.09
376,Dal Makhani,North Indian,189.16
377,Dosa,South Indian,290.89
378,Ice Cream,Desserts,375.42
379,Dosa,South Indian,387.59
380,Dal Makhani,North Indian,295.93
381,Ice Cream,Desserts,263.44
382,Idli Sambar,South Indian,326.14
383,Hakka Noodles,Chinese,282.08
384,Burger,Fast Food,399.85
385,Dal Makhani,North Indian,229.67
386,Idli Sambar,South Indian,378.93
387,Spring Rolls,Chinese,52.0
388,Rasgulla,Desserts,428.91
389,Paneer Butter Masala,North Indian,437.36
390,Vada,South Indian,454.64
391,Spring Rolls,Chinese,422.14
392,Vada,South Indian,380.05
393,Pizza,Fast Food,94.4
394,Vada,South Indian,249.03
395,Spring Rolls,Chinese,98.05
396,Chole Bhature,North Indian,164.76
397,Manchurian,Chinese,495.49
398,Spring Rolls,Chinese,103.94
399,Dosa,South Indian,382.56
400,Spring Rolls,Chinese,455.31
401,Idli Sambar,South Indian,100.41
402,Chole Bhature,North Indian,61.54
403,Burger,Fast Food,69.67
404,Gulab Jamun,Desserts,61.32
405,Dosa,South Indian,434.28
406,Dal Makhani,North Indian,331.01
407,Idli Sambar,South Indian,333.13
408,Manchurian,Chinese,65.66
409,Fries,Fast Food,203.98
410,Manchurian,Chinese,367.52
411,Dosa,South Indian,272.05
412,Fries,Fast Food,253.06
413,Hakka Noodles,Chinese,178.99
414,Vada,South Indian,421.96
415,Ice Cream,Desserts,196.29
416,Gulab Jamun,Desserts,270.63
417,Chole Bhature,North Indian,110.46
418,Rasgulla,Desserts,495.04
419,Rasgulla,Desserts,222.11
420,Pizza,Fast Food,95.94
421,Ice Cream,Desserts,278.28
422,Dal Makhani,North Indian,155.81
423,Gulab Jamun,Desserts,293.84
424,Hakka Noodles,Chinese,354.94
425,Chole Bhature,North Indian,280.63
426,Paneer Butter Masala,North Indian,499.89
427,Burger,Fast Food,379.72
428,Hakka Noodles,Chinese,468.73
429,Fries,Fast Food,407.17
430,Hakka Noodles,Chinese,208.97
431,Dal Makhani,North Indian,277.28
432,Rasgulla,Desserts,413.74
433,Fries,Fast Food,296.94
434,Dal Makhani,North Indian,295.78
435,Manchurian,Chinese,116.62
436,Paneer Butter Masala,North Indian,459.49
437,Vada,South Indian,447.8
438,Hakka Noodles,Chinese,443.06
439,Pizza,Fast Food,460.42
440,Fries,Fast Food,263.36
441,Burger,Fast Food,328.85
442,Burger,Fast Food,276.65
443,Fries,Fast Food,92.08
444,Dosa,South Indian,181.96
445,Fries,Fast Food,301.87
446,Pizza,Fast Food,136.12
447,Manchurian,Chinese,89.0
448,Chole Bhature,North Indian,324.52
449,Vada,South Indian,189.02
450,Paneer Butter Masala,North Indian,157.7
451,Dal Makhani,North Indian,348.85
452,Pizza,Fast Food,267.51
453,Idli Sambar,South Indian,349.67
454,Spring Rolls,Chinese,170.33
455,Pizza,Fast Food,460.81
456,Hakka Noodles,Chinese,111.85
457,Chole Bhature,North Indian,139.98
458,Paneer Butter Masala,North Indian,299.23
459,Dal Makhani,North Indian,293.35
460,Hakka Noodles,Chinese,346.37
461,Idli Sambar,South Indian,224.24
462,Vada,South Indian,358.65
463,Hakka Noodles,Chinese,479.7
464,Idli Sambar,South Indian,242.9
465,Ice Cream,Desserts,108.15
466,Burger,Fast Food,151.88
467,Gulab Jamun,Desserts,80.04
468,Paneer Butter Masala,North Indian,493.03
469,Gulab Jamun,Desserts,370.39
470,Ice Cream,Desserts,292.17
471,Pizza,Fast Food,202.91
472,Dal Makhani,North Indian,200.99
473,Rasgulla,Desserts,264.79
474,Rasgulla,Desserts,427.82
475,Paneer Butter Masala,North Indian,62.6
476,Hakka Noodles,Chinese,339.95
477,Fries,Fast Food,200.7
478,Spring Rolls,Chinese,62.19
479,Dosa,South Indian,306.0
480,Rasgulla,Desserts,437.17
481,Vada,South Indian,92.2
482,Paneer Butter Masala,North Indian,236.16
483,Spring Rolls,Chinese,395.78
484,Spring Rolls,Chinese,461.21
485,Ice Cream,Desserts,403.69
486,Gulab Jamun,Desserts,273.68
487,Ice Cream,Desserts,444.18
488,Dal Makhani,North Indian,452.14
489,Spring Rolls,Chinese,159.45
490,Burger,Fast Food,322.58
491,Dal Makhani,North Indian,53.15
492,Idli Sambar,South Indian,264.32
493,Spring Rolls,Chinese,269.06
494,Chole Bhature,North Indian,422.45
495,Dosa,South Indian,190.63
496,Ice Cream,Desserts,96.37
497,Hakka Noodles,Chinese,352.41
498,Spring Rolls,Chinese,297.6
499,Idli Sambar,South Indian,159.88
500,Vada,South Indian,274.67
501,Manchurian,Chinese,144.2
502,Fries,Fast Food,191.74
503,Fries,Fast Food,187.1
504,Manchurian,Chinese,385.2
505,Gulab Jamun,Desserts,231.35
506,Fries,Fast Food,238.48
507,Fries,Fast Food,80.2
508,Pizza,Fast Food,486.74
509,Vada,South Indian,234.64
510,Gulab Jamun,Desserts,156.69
511,Chole Bhature,North Indian,278.05
512,Burger,Fast Food,380.3
513,Idli Sambar,South Indian,306.27
514,Hakka Noodles,Chinese,459.16
515,Dosa,South Indian,123.92
516,Burger,Fast Food,215.06
517,Ice Cream,Desserts,332.88
518,Fries,Fast Food,90.31
519,Spring Rolls,Chinese,71.78
520,Vada,South Indian,240.64
521,Manchurian,Chinese,478.66
522,Vada,South Indian,205.72
523,Paneer Butter Masala,North Indian,435.89
524,Dal Makhani,North Indian,133.72
525,Vada,South Indian,179.46
526,Fries,Fast Food,344.8
527,Hakka Noodles,Chinese,274.98
528,Gulab Jamun,Desserts,320.2
529,Dal Makhani,North Indian,437.29
530,Fries,Fast Food,104.92
531,Vada,South Indian,387.32
532,Pizza,Fast Food,264.32
533,Ice Cream,Desserts,444.95
534,Hakka Noodles,Chinese,320.19
535,Paneer Butter Masala,North Indian,50.3
536,Idli Sambar,South Indian,104.47
537,Vada,South Indian,125.5
538,Burger,Fast Food,269.9
539,Vada,South Indian,95.2
540,Chole Bhature,North Indian,408.6
541,Pizza,Fast Food,248.76
542,Gulab Jamun,Desserts,217.2
543,Paneer Butter Masala,North Indian,138.53
544,Vada,South Indian,246.63
545,Paneer Butter Masala,North Indian,253.27
546,Burger,Fast Food,283.74
547,Burger,Fast Food,219.39
548,Spring Rolls,Chinese,308.74
549,Ice Cream,Desserts,60.02
550,Hakka Noodles,Chinese,73.13
551,Manchurian,Chinese,497.65
552,Ice Cream,Desserts,59.56
553,Chole Bhature,North Indian,435.37
554,Ice Cream,Desserts,250.29
555,Rasgulla,Desserts,443.5
556,Manchurian,Chinese,245.49
557,Vada,South Indian,143.43
558,Ice Cream,Desserts,223.49
559,Rasgulla,Desserts,149.65
560,Dosa,South Indian,194.75
561,Spring Rolls,Chinese,433.23
562,Burger,Fast Food,244.49
563,Spring Rolls,Chinese,178.29
564,Gulab Jamun,Desserts,457.62
565,Ice Cream,Desserts,166.72
566,Dal Makhani,North Indian,414.62
567,Ice Cream,Desserts,411.43
568,Spring Rolls,Chinese,63.94
569,Hakka Noodles,Chinese,342.28
570,Idli Sambar,South Indian,359.76
571,Spring Rolls,Chinese,196.4
572,Burger,Fast Food,475.91
573,Ice Cream,Desserts,271.86
574,Ice Cream,Desserts,239.36
575,Vada,South Indian,176.96
576,Spring Rolls,Chinese,487.91
577,Pizza,Fast Food,439.96
578,Burger,Fast Food,473.95
579,Vada,South Indian,72.81
580,Paneer Butter Masala,North Indian,453.73
581,Hakka Noodles,Chinese,318.51
582,Fries,Fast Food,175.86
583,Burger,Fast Food,358.72
584,Hakka Noodles,Chinese,62.83
585,Burger,Fast Food,91.92
586,Chole Bhature,North Indian,66.79
587,Fries,Fast Food,223.54
588,Dosa,South Indian,315.9
589,Dosa,South Indian,146.09
590,Fries,Fast Food,475.13
591,Fries,Fast Food,146.05
592,Ice Cream,Desserts,420.15
593,Manchurian,Chinese,237.9
594,Rasgulla,Desserts,127.3
595,Chole Bhature,North Indian,396.9
596,Spring Rolls,Chinese,488.82
597,Vada,South Indian,174.49
598,Paneer Butter Masala,North Indian,221.78
599,Dosa,South Indian,368.78
600,Burger,Fast Food,164.63
601,Paneer Butter Masala,North Indian,216.88
602,Rasgulla,Desserts,379.18
603,Manchurian,Chinese,63.45
604,Idli Sambar,South Indian,55.41
605,Paneer Butter Masala,North Indian,478.26
606,Fries,Fast Food,311.53
607,Paneer Butter Masala,North Indian,172.23
608,Hakka Noodles,Chinese,496.96
609,Hakka Noodles,Chinese,393.89
610,Paneer Butter Masala,North Indian,95.43
611,Rasgulla,Desserts,308.97
612,Rasgulla,Desserts,367.1
613,Dosa,South Indian,438.35
614,Pizza,Fast Food,85.13
615,Manchurian,Chinese,305.84
616,Paneer Butter Masala,North Indian,495.12
617,Fries,Fast Food,337.42
618,Gulab Jamun,Desserts,270.22
619,Spring Rolls,Chinese,336.87
620,Spring Rolls,Chinese,477.09
621,Dosa,South Indian,414.86
622,Pizza,Fast Food,122.39
623,Chole Bhature,North Indian,490.76
624,Hakka Noodles,Chinese,356.69
625,Dal Makhani,North Indian,57.01
626,Hakka Noodles,Chinese,117.05
627,Vada,South Indian,412.88
628,Hakka Noodles,Chinese,114.41
629,Dal Makhani,North Indian,125.4
630,Dal Makhani,North Indian,71.23
631,Gulab Jamun,Desserts,387.23
632,Burger,Fast Food,486.65
633,Hakka Noodles,Chinese,384.51
634,Chole Bhature,North Indian,458.33
635,Paneer Butter Masala,North Indian,370.57
636,Dosa,South Indian,410.02
637,Dal Makhani,North Indian,87.98
638,Hakka Noodles,Chinese,53.64
639,Hakka Noodles,Chinese,496.44
640,Vada,South Indian,457.99
641,Burger,Fast Food,96.81
642,Pizza,Fast Food,130.09
643,Hakka Noodles,Chinese,395.49
644,Ice Cream,Desserts,289.08
645,Gulab Jamun,Desserts,386.44
646,Burger,Fast Food,66.58
647,Ice Cream,Desserts,86.28
648,Burger,Fast Food,274.25
649,Burger,Fast Food,462.84
650,Vada,South Indian,101.8
651,Fries,Fast Food,119.13
652,Manchurian,Chinese,287.08
653,Ice Cream,Desserts,170.41
654,Gulab Jamun,Desserts,211.41
655,Spring Rolls,Chinese,61.84
656,Vada,South Indian,370.76
657,Dosa,South Indian,208.89
658,Vada,South Indian,186.59
659,Burger,Fast Food,388.76
660,Dosa,South Indian,330.9
661,Ice Cream,Desserts,445.59
662,Vada,South Indian,386.13
663,Vada,South Indian,300.2
664,Hakka Noodles,Chinese,375.52
665,Pizza,Fast Food,363.75
666,Ice Cream,Desserts,496.12
667,Hakka Noodles,Chinese,109.23
668,Gulab Jamun,Desserts,484.41
669,Hakka Noodles,Chinese,358.7
670,Paneer Butter Masala,North Indian,162.65
671,Chole Bhature,North Indian,479.75
672,Spring Rolls,Chinese,450.12
673,Idli Sambar,South Indian,385.62
674,Vada,South Indian,167.18
675,Fries,Fast Food,96.44
676,Dosa,South Indian,285.18
677,Pizza,Fast Food,58.9
678,Gulab Jamun,Desserts,93.59
679,Ice Cream,Desserts,54.46
680,Ice Cream,Desserts,144.41
681,Burger,Fast Food,217.96
682,Rasgulla,Desserts,109.96
683,Spring Rolls,Chinese,424.68
684,Gulab Jamun,Desserts,379.31
685,Hakka Noodles,Chinese,156.31
686,Spring Rolls,Chinese,108.53
687,Spring Rolls,Chinese,256.68
688,Spring Rolls,Chinese,463.69
689,Hakka Noodles,Chinese,271.57
690,Spring Rolls,Chinese,289.24
691,Dal Makhani,North Indian,469.62
692,Rasgulla,Desserts,492.38
693,Chole Bhature,North Indian,354.94
694,Pizza,Fast Food,111.47
695,Ice Cream,Desserts,251.47
696,Vada,South Indian,362.5
697,Fries,Fast Food,154.25
698,Paneer Butter Masala,North Indian,70.72
699,Dal Makhani,North Indian,86.79
700,Chole Bhature,North Indian,118.53
701,Manchurian,Chinese,270.23
702,Chole Bhature,North Indian,458.11
703,Hakka Noodles,Chinese,362.99
704,Hakka Noodles,Chinese,351.14
705,Paneer Butter Masala,North Indian,205.94
706,Pizza,Fast Food,189.49
707,Rasgulla,Desserts,205.59
708,Idli Sambar,South Indian,192.21
709,Rasgulla,Desserts,450.06
710,Manchurian,Chinese,273.75
711,Dal Makhani,North Indian,286.14
712,Idli Sambar,South Indian,286.9
713,Dal Makhani,North Indian,184.86
714,Burger,Fast Food,293.79
715,Pizza,Fast Food,388.9
716,Vada,South Indian,254.02
717,Idli Sambar,South Indian,459.68
718,Hakka Noodles,Chinese,198.89
719,Hakka Noodles,Chinese,412.89
720,Burger,Fast Food,300.29
721,Fries,Fast Food,321.08
722,Hakka Noodles,Chinese,334.84
723,Spring Rolls,Chinese,457.65
724,Dal Makhani,North Indian,243.54
725,Paneer Butter Masala,North Indian,276.58
726,Manchurian,Chinese,458.12
727,Burger,Fast Food,397.84
728,Chole Bhature,North Indian,75.86
729,Rasgulla,Desserts,392.04
730,Ice Cream,Desserts,150.64
731,Spring Rolls,Chinese,75.91
732,Manchurian,Chinese,86.13
733,Ice Cream,Desserts,343.15
734,Manchurian,Chinese,177.13
735,Gulab Jamun,Desserts,77.63
736,Spring Rolls,Chinese,263.03
737,Fries,Fast Food,397.86
738,Ice Cream,Desserts,194.15
739,Manchurian,Chinese,489.81
740,Manchurian,Chinese,256.8
741,Hakka Noodles,Chinese,492.62
742,Rasgulla,Desserts,125.48
743,Rasgulla,Desserts,71.31
744,Fries,Fast Food,452.79
745,Gulab Jamun,Desserts,147.89
746,Chole Bhature,North Indian,56.76
747,Gulab Jamun,Desserts,235.09
748,Manchurian,Chinese,494.06
749,Vada,South Indian,163.04
750,Rasgulla,Desserts,188.86
751,Fries,Fast Food,156.28
752,Ice Cream,Desserts,337.05
753,Rasgulla,Desserts,224.2
754,Vada,South Indian,320.67
755,Ice Cream,Desserts,472.04
756,Hakka Noodles,Chinese,392.48
757,Pizza,Fast Food,394.93
758,Burger,Fast Food,352.05
759,Fries,Fast Food,280.64
760,Ice Cream,Desserts,169.92
761,Chole Bhature,North Indian,290.33
762,Ice Cream,Desserts,413.05
763,Dosa,South Indian,437.77
764,Hakka Noodles,Chinese,315.93
765,Gulab Jamun,Desserts,77.93
766,Rasgulla,Desserts,89.44
767,Paneer Butter Masala,North Indian,92.96
768,Spring Rolls,Chinese,441.16
769,Gulab Jamun,Desserts,185.79
770,Dal Makhani,North Indian,207.43
771,Dosa,South Indian,364.7
