campaign_id,customer_id,channel,engaged,sent_date
390,9693,SMS,Yes,2022-12-22
189,6874,SMS,Yes,2024-11-19
150,5676,SMS,Yes,2024-05-10
465,162,App Notification,No,2023-04-22
201,4298,App Notification,No,2024-06-19
296,996,Email,,2024-07-13
309,7630,App Notification,Yes,2022-03-14
230,9468,SMS,Yes,2023-11-29
454,1017,SMS,Yes,2022-05-21
115,7870,SMS,,2024-07-25
203,6440,SMS,No,2021-07-09
489,7893,Email,No,2024-03-12
122,6864,Email,,2022-04-22
405,7917,SMS,Yes,2024-07-07
417,8530,SMS,Yes,2022-07-03
115,879,Email,,2021-06-01
296,9269,Email,No,2023-12-07
267,4888,Email,Yes,2024-04-26
298,4860,App Notification,No,2022-03-25
417,6332,Email,Yes,2023-12-24
176,8572,App Notification,No,2021-03-29
232,8685,SMS,No,2021-06-28
338,7209,App Notification,Yes,2024-12-05
108,5277,Email,,2024-04-04
457,2063,Email,,2022-06-05
320,65,SMS,Yes,2024-04-14
380,8007,Email,No,2022-01-20
486,2569,SMS,Yes,2023-09-23
495,5464,SMS,Yes,2022-12-15
119,2028,Email,,2021-10-29
198,2696,SMS,,2022-04-09
240,9688,SMS,No,2022-03-25
150,5259,SMS,,2023-12-17
373,5619,SMS,No,2021-02-22
177,6737,SMS,,2022-04-05
133,392,Email,Yes,2024-09-19
205,5893,SMS,,2021-11-06
496,3562,App Notification,,2022-04-03
427,6185,Email,Yes,2022-04-09
357,3100,App Notification,,2024-12-25
273,6279,SMS,No,2024-05-02
161,8393,App Notification,,2024-06-21
253,3105,SMS,No,2023-08-04
182,7216,SMS,,2024-11-10
401,2455,App Notification,Yes,2022-03-08
357,8997,SMS,Yes,2024-04-16
330,2732,Email,,2024-01-16
224,8155,SMS,Yes,2022-05-18
442,9763,App Notification,No,2023-02-08
348,5057,App Notification,Yes,2022-07-17
301,8111,SMS,Yes,2024-07-31
484,3841,SMS,Yes,2024-11-26
158,1029,App Notification,No,2021-06-21
446,7386,App Notification,,2022-05-21
251,503,Email,No,2021-06-29
240,6911,Email,,2023-06-02
433,9063,App Notification,Yes,2024-12-02
337,6939,App Notification,,2021-12-16
119,4489,Email,,2023-12-05
420,207,App Notification,,2022-04-01
281,5135,SMS,No,2023-10-15
323,5978,App Notification,,2024-03-15
250,7722,SMS,,2023-05-12
443,7036,SMS,,2022-03-07
133,1485,SMS,Yes,2024-07-19
321,7859,Email,,2023-04-02
468,864,Email,No,2021-05-25
119,2791,SMS,,2022-01-23
410,7409,Email,,2023-03-16
405,8756,Email,No,2024-09-04
141,5117,SMS,,2023-09-19
104,6020,Email,No,2022-07-01
449,1758,Email,Yes,2022-02-11
342,7575,SMS,Yes,2023-05-31
348,6375,SMS,No,2023-08-10
107,6893,Email,,2021-11-16
103,1679,SMS,,2021-08-03
223,3243,App Notification,,2021-12-26
442,4637,App Notification,No,2022-02-18
470,1060,SMS,,2021-08-04
136,6669,Email,,2022-03-01
294,9915,App Notification,No,2021-11-24
323,3158,App Notification,,2022-09-14
465,5916,App Notification,Yes,2023-02-18
401,9790,App Notification,Yes,2022-05-25
314,2694,App Notification,No,2022-01-04
496,3628,App Notification,No,2023-08-18
105,9556,SMS,No,2021-02-15
378,5451,Email,,2021-07-05
252,1664,Email,Yes,2022-04-19
338,9722,App Notification,,2022-08-29
329,5593,App Notification,Yes,2024-08-22
391,7393,SMS,Yes,2022-08-15
399,1307,App Notification,No,2024-10-14
164,6777,App Notification,,2023-02-20
323,5865,SMS,No,2024-02-12
110,9475,Email,Yes,2021-02-04
143,7527,SMS,,2021-06-08
373,8902,Email,,2022-06-15
379,5576,SMS,,2023-11-09
192,5531,App Notification,No,2021-02-16
317,4414,SMS,No,2024-08-15
412,3749,App Notification,,2022-07-03
200,664,Email,,2021-07-29
404,1999,SMS,,2023-02-10
442,7995,Email,,2022-03-11
340,1496,SMS,No,2023-10-30
398,3305,App Notification,,2021-01-05
379,3764,SMS,No,2022-12-30
428,5233,SMS,No,2021-11-30
401,1854,Email,,2024-06-15
141,6586,App Notification,,2022-08-09
115,1292,Email,No,2021-03-13
179,3582,Email,,2023-06-28
426,7555,SMS,Yes,2021-12-14
345,7281,App Notification,No,2022-08-16
471,1637,Email,Yes,2022-06-14
330,3697,App Notification,Yes,2024-01-27
230,699,App Notification,Yes,2024-04-03
394,4738,App Notification,,2022-12-22
215,855,SMS,,2022-06-07
316,8165,App Notification,No,2021-05-08
411,5856,App Notification,No,2022-07-31
235,7393,App Notification,No,2021-01-17
397,6529,SMS,,2021-02-24
453,5250,SMS,Yes,2024-02-24
197,5173,Email,Yes,2022-06-29
223,1708,SMS,Yes,2022-04-27
200,5792,SMS,Yes,2022-10-23
483,9926,App Notification,No,2023-06-14
408,5536,Email,No,2022-07-12
204,4932,App Notification,No,2023-02-09
227,3511,Email,,2021-01-10
272,203,SMS,No,2024-05-12
212,4219,SMS,No,2023-08-19
258,8959,Email,Yes,2021-05-07
267,4390,Email,No,2022-03-07
131,2328,App Notification,,2024-04-22
485,8005,Email,,2022-02-25
163,2932,Email,Yes,2024-10-04
177,7778,SMS,No,2022-06-11
103,198,App Notification,No,2021-09-09
104,7126,Email,Yes,2023-07-13
405,1931,SMS,,2022-07-03
373,6288,SMS,No,2023-02-26
235,8801,Email,,2022-10-04
350,9340,Email,No,2022-10-20
205,4283,App Notification,,2024-01-26
274,2512,App Notification,No,2022-03-15
154,9987,App Notification,Yes,2021-11-16
390,660,Email,Yes,2023-01-26
495,2812,Email,Yes,2024-06-28
220,7099,SMS,,2021-05-23
394,6547,Email,Yes,2023-07-31
423,9562,Email,,2024-04-02
257,1987,App Notification,Yes,2022-01-08
200,8339,App Notification,No,2023-09-17
191,2912,Email,No,2022-09-12
191,1735,App Notification,No,2021-10-23
319,1844,SMS,,2024-06-10
444,8681,App Notification,No,2022-06-23
261,2977,App Notification,No,2023-09-04
277,1960,Email,,2021-10-06
138,5760,SMS,No,2022-12-09
246,6695,App Notification,No,2021-09-21
444,2386,SMS,Yes,2024-03-28
325,4737,SMS,Yes,2024-06-29
138,1803,SMS,,2021-05-25
437,8156,SMS,,2021-04-17
396,8121,App Notification,Yes,2023-05-24
476,6617,App Notification,No,2024-03-29
440,5535,SMS,,2023-04-05
473,4062,App Notification,No,2022-10-19
110,263,Email,No,2021-07-29
413,6288,Email,Yes,2023-08-12
295,8816,App Notification,Yes,2024-04-01
149,9209,Email,Yes,2024-07-11
288,2050,App Notification,,2024-04-13
310,5424,App Notification,No,2024-04-04
171,4549,Email,No,2023-09-05
371,3109,Email,No,2022-05-07
218,7159,SMS,,2021-11-10
485,7401,Email,No,2021-03-02
385,3171,Email,,2022-09-28
172,9875,Email,Yes,2023-07-26
187,2256,App Notification,No,2023-01-21
445,1155,Email,No,2021-12-17
320,4500,App Notification,,2021-12-01
370,6296,SMS,,2022-10-13
361,6198,App Notification,No,2021-11-10
252,9889,SMS,No,2021-01-28
128,1649,Email,Yes,2023-09-16
357,5540,Email,No,2022-06-08
455,9638,SMS,Yes,2021-01-07
298,4200,SMS,,2022-06-28
197,8446,Email,No,2022-09-26
391,2558,SMS,,2022-06-06
262,5593,Email,Yes,2024-03-07
386,99,Email,No,2024-01-13
321,2201,Email,No,2022-03-03
215,2962,App Notification,,2023-10-20
202,4974,Email,,2021-02-26
498,4434,Email,Yes,2021-03-09
239,2870,Email,Yes,2021-03-03
413,957,SMS,No,2022-12-22
499,8353,Email,No,2022-04-02
392,5700,Email,Yes,2024-03-02
171,6945,Email,,2024-11-12
474,4494,App Notification,,2021-09-07
373,9493,App Notification,Yes,2024-03-28
216,4912,SMS,,2022-03-29
365,3988,App Notification,,2021-08-06
157,9720,SMS,Yes,2024-02-04
140,6016,Email,No,2024-12-26
250,1219,SMS,,2022-02-11
415,4497,SMS,Yes,2021-08-22
118,4736,App Notification,Yes,2022-06-30
168,4556,App Notification,,2024-11-22
254,9147,Email,Yes,2023-01-16
163,8051,App Notification,,2023-08-11
342,3447,SMS,Yes,2022-09-22
319,1046,App Notification,Yes,2023-02-17
225,6894,SMS,,2022-12-27
182,1694,SMS,No,2024-12-26
220,3437,App Notification,No,2024-01-20
309,8755,SMS,Yes,2021-03-17
117,5896,Email,No,2023-06-21
495,3355,SMS,Yes,2024-10-31
108,226,Email,No,2023-04-29
379,4894,Email,No,2021-10-19
250,7023,Email,Yes,2024-10-23
143,9152,App Notification,No,2021-07-08
308,5601,Email,,2022-12-25
431,7997,SMS,,2022-01-20
128,9008,App Notification,Yes,2022-10-26
403,7684,Email,,2024-04-01
274,4643,Email,Yes,2021-02-17
223,7680,Email,No,2022-06-29
407,8209,App Notification,No,2023-06-23
345,7340,SMS,,2024-05-10
375,9436,Email,Yes,2022-12-17
170,2206,SMS,,2024-03-10
175,1070,App Notification,,2023-06-26
431,3445,App Notification,No,2024-04-02
468,1061,SMS,Yes,2022-09-03
430,2328,App Notification,No,2021-07-06
419,3421,App Notification,,2024-08-29
134,302,Email,No,2022-05-22
441,607,Email,,2021-10-12
299,3171,SMS,Yes,2022-02-03
217,700,SMS,,2021-09-18
116,5089,Email,Yes,2024-06-17
440,9332,SMS,Yes,2023-08-09
139,191,SMS,,2024-02-17
461,981,SMS,No,2023-07-26
192,2976,App Notification,Yes,2021-03-29
133,6103,App Notification,No,2021-10-21
382,1185,App Notification,Yes,2022-03-18
245,3328,Email,,2023-07-22
196,3395,Email,Yes,2022-04-29
440,8320,SMS,,2021-04-03
257,1817,App Notification,,2024-11-26
324,5855,Email,No,2021-10-15
442,6710,App Notification,No,2021-06-16
112,570,Email,No,2023-08-13
103,5443,App Notification,,2023-08-22
211,1896,SMS,No,2023-08-16
271,2734,SMS,,2023-09-16
163,3864,Email,No,2022-04-04
152,7456,App Notification,,2022-01-14
421,4015,SMS,,2022-08-26
281,1687,SMS,No,2023-01-08
173,3010,App Notification,No,2024-03-27
299,7807,App Notification,Yes,2023-03-13
203,155,Email,Yes,2024-12-10
402,1410,SMS,,2023-01-25
440,785,SMS,Yes,2023-02-22
260,8097,SMS,No,2021-07-10
492,7561,Email,No,2023-01-08
235,7344,SMS,No,2023-05-09
264,7207,App Notification,,2022-09-03
459,5597,App Notification,Yes,2022-12-25
137,5802,Email,,2021-05-15
395,2807,Email,No,2024-03-11
317,538,App Notification,,2022-03-21
125,5987,App Notification,No,2021-03-15
410,1842,Email,Yes,2021-11-15
343,8717,SMS,,2024-02-28
236,6972,Email,Yes,2022-12-28
130,5626,Email,No,2022-08-19
255,2951,SMS,,2023-10-02
187,7993,SMS,,2022-11-15
293,4781,SMS,Yes,2022-08-03
424,2369,SMS,No,2022-06-11
435,6656,Email,,2021-10-28
143,8174,App Notification,Yes,2021-05-02
108,4496,SMS,,2022-04-03
367,9164,Email,No,2022-02-01
425,6003,Email,Yes,2024-01-17
222,6615,SMS,,2023-04-10
301,9359,SMS,,2024-12-20
289,5920,SMS,,2022-05-12
165,854,SMS,,2021-06-10
191,4147,App Notification,Yes,2022-04-21
337,3770,App Notification,No,2023-06-23
276,575,SMS,Yes,2022-06-20
171,1149,App Notification,Yes,2024-04-05
320,6294,SMS,No,2024-04-22
370,6458,App Notification,No,2022-07-09
460,7510,Email,,2022-10-06
196,9908,App Notification,,2021-08-20
419,4778,Email,,2024-09-25
293,3855,App Notification,,2022-06-17
225,2492,Email,No,2024-06-06
259,3125,App Notification,No,2023-10-26
119,5692,App Notification,,2024-09-05
174,3052,App Notification,Yes,2023-03-05
275,5,Email,,2024-05-15
495,5223,App Notification,Yes,2021-06-09
499,5316,SMS,,2023-11-29
114,4870,Email,,2024-09-22
344,877,App Notification,Yes,2023-05-26
371,9184,SMS,No,2023-08-10
215,7028,SMS,Yes,2021-01-11
338,4143,App Notification,No,2022-11-19
312,6967,SMS,No,2021-10-31
301,7080,SMS,Yes,2023-06-12
414,7988,Email,,2024-12-17
127,6800,Email,No,2024-11-25
486,4466,App Notification,No,2022-07-16
204,636,Email,Yes,2021-07-12
149,1694,Email,,2024-02-14
117,9875,SMS,,2024-02-08
342,4753,SMS,No,2021-04-29
129,8312,Email,No,2023-12-15
427,831,Email,,2023-04-03
494,5178,SMS,,2024-04-30
466,9562,Email,Yes,2021-05-24
170,8933,SMS,Yes,2022-08-15
152,8309,App Notification,,2023-04-29
366,5950,App Notification,No,2022-08-21
462,2839,Email,No,2023-07-26
209,1151,App Notification,,2024-09-19
416,7561,SMS,No,2024-07-24
307,1932,SMS,No,2023-06-29
398,9205,SMS,No,2023-10-31
140,1665,SMS,,2024-08-05
349,1082,App Notification,,2023-02-23
244,513,App Notification,Yes,2024-12-24
497,7806,App Notification,No,2024-07-24
483,5238,App Notification,,2021-04-22
174,560,SMS,,2022-07-23
398,3673,App Notification,No,2021-01-12
435,7405,Email,No,2021-08-23
178,3344,SMS,,2023-06-12
481,4071,App Notification,,2021-05-13
396,9663,SMS,Yes,2023-06-11
452,581,Email,Yes,2021-10-12
285,7005,App Notification,,2021-07-22
457,8131,Email,No,2022-02-15
341,3148,Email,,2022-03-22
213,4250,App Notification,,2023-11-26
199,1680,App Notification,No,2022-10-20
295,3507,SMS,Yes,2024-07-27
322,7254,Email,No,2021-08-18
224,2745,SMS,,2024-06-14
352,9436,App Notification,Yes,2024-07-13
251,5189,App Notification,No,2024-04-20
474,2142,Email,No,2022-05-12
422,6618,Email,Yes,2021-03-07
470,2480,Email,No,2024-08-30
318,6485,App Notification,Yes,2023-06-30
452,9828,Email,,2024-12-06
248,7422,App Notification,No,2024-12-12
395,9950,SMS,No,2021-01-21
404,4453,Email,Yes,2023-04-23
141,5882,Email,No,2024-10-13
299,6666,SMS,,2023-07-13
249,2850,Email,No,2024-05-08
175,7391,Email,Yes,2021-09-11
425,6906,App Notification,No,2021-06-18
303,2490,SMS,,2022-03-16
230,9824,SMS,No,2023-01-12
332,9208,SMS,Yes,2023-12-10
390,9541,Email,,2021-06-23
329,4612,Email,Yes,2024-07-28
242,2840,Email,No,2021-10-28
303,8528,Email,Yes,2024-02-23
282,5879,SMS,,2023-04-09
139,9088,Email,Yes,2022-04-04
321,6304,Email,No,2023-05-06
481,852,App Notification,Yes,2022-08-20
106,1688,App Notification,No,2023-11-01
180,6834,Email,,2021-02-02
158,2428,Email,,2021-10-07
201,9761,App Notification,Yes,2023-07-28
121,4001,App Notification,Yes,2024-07-23
407,5053,Email,No,2024-04-09
393,2739,SMS,,2022-05-02
272,5733,SMS,,2024-05-13
473,5388,SMS,,2024-05-17
198,8003,SMS,Yes,2023-09-28
420,5537,SMS,No,2021-07-27
400,3914,App Notification,Yes,2023-12-16
324,1067,Email,No,2021-01-28
116,7724,Email,Yes,2021-10-26
349,4381,SMS,Yes,2024-05-31
370,4108,SMS,No,2021-02-22
468,5727,App Notification,Yes,2022-08-27
134,3374,Email,Yes,2023-10-20
123,8946,App Notification,Yes,2023-10-05
285,2083,App Notification,No,2021-11-03
303,8968,SMS,,2022-09-25
456,6749,App Notification,Yes,2022-08-03
432,9818,Email,No,2022-08-09
383,418,Email,,2024-09-09
323,8307,App Notification,No,2024-01-28
364,8809,App Notification,No,2023-01-27
423,3975,SMS,Yes,2022-11-23
461,3268,App Notification,No,2021-07-20
441,826,Email,Yes,2022-10-16
197,7669,Email,No,2021-05-11
487,5746,Email,,2024-07-18
391,9709,App Notification,Yes,2021-11-30
492,413,Email,,2022-01-31
118,7544,SMS,Yes,2024-09-01
366,7588,App Notification,,2021-12-28
460,729,SMS,No,2021-06-20
279,7165,Email,Yes,2021-08-01
337,8868,App Notification,No,2024-12-13
440,5989,App Notification,No,2023-04-21
484,2505,App Notification,No,2021-06-11
403,2968,Email,Yes,2022-02-24
393,2787,SMS,,2024-07-18
423,1123,Email,,2023-04-02
323,4080,App Notification,Yes,2024-02-27
372,1572,Email,,2021-02-24
276,5074,App Notification,,2024-10-03
244,5105,SMS,,2022-07-09
301,2144,App Notification,Yes,2022-08-06
117,9880,SMS,,2021-02-12
176,6807,App Notification,Yes,2022-08-31
271,7358,App Notification,Yes,2021-05-10
299,3441,Email,No,2023-09-17
172,3767,App Notification,Yes,2021-06-05
151,5645,SMS,,2021-12-18
383,2915,Email,Yes,2023-10-16
148,4969,App Notification,,2021-07-12
285,5918,Email,,2022-03-13
353,8788,App Notification,Yes,2021-10-23
351,729,App Notification,No,2022-11-28
125,1366,Email,Yes,2022-09-13
434,4493,SMS,Yes,2024-01-09
222,699,App Notification,No,2021-06-17
194,7187,SMS,,2023-07-22
147,396,App Notification,,2023-05-25
437,7401,App Notification,No,2023-12-20
159,8083,App Notification,No,2024-03-03
295,4172,Email,No,2023-08-25
406,4361,App Notification,,2021-03-04
273,2503,App Notification,Yes,2023-01-22
358,718,App Notification,Yes,2024-10-31
458,2783,App Notification,Yes,2023-10-23
376,4947,App Notification,No,2022-05-29
262,5487,Email,,2023-01-03
468,8336,App Notification,Yes,2024-06-25
298,4981,SMS,Yes,2023-02-19
379,7267,App Notification,,2022-10-10
385,4492,SMS,No,2023-09-15
184,7193,App Notification,No,2021-01-26
354,5589,SMS,No,2023-10-17
264,7652,App Notification,,2022-08-28
462,3637,SMS,,2021-11-01
236,1168,SMS,,2023-03-03
316,1063,App Notification,Yes,2024-05-08
136,2157,App Notification,,2023-04-04
132,7861,SMS,,2022-01-27
359,5162,Email,,2021-03-19
113,5306,App Notification,Yes,2023-12-17
175,6542,App Notification,,2024-06-20
257,4730,SMS,Yes,2021-02-28
448,9349,Email,No,2022-06-12
362,7331,App Notification,No,2021-06-04
283,5335,SMS,Yes,2021-10-03
382,8925,Email,No,2022-10-24
268,4331,SMS,,2021-01-10
129,8011,App Notification,No,2022-10-22
322,6802,SMS,No,2021-12-01
156,4847,SMS,,2024-03-31
483,6732,App Notification,,2023-05-11
380,7242,App Notification,,2022-01-24
121,954,SMS,Yes,2021-12-22
173,2540,App Notification,,2022-10-25
162,7057,App Notification,Yes,2021-02-05
488,1543,SMS,,2021-03-22
321,5294,Email,Yes,2024-06-16
184,1192,SMS,,2021-01-25
281,6314,SMS,,2024-08-01
210,6939,SMS,,2024-11-13
170,2682,Email,Yes,2024-10-02
286,9410,Email,Yes,2022-11-28
271,1541,App Notification,,2022-12-23
335,6173,Email,Yes,2021-09-20
144,5542,Email,No,2023-09-08
401,9581,App Notification,,2023-06-04
474,1366,App Notification,,2022-12-31
487,8692,Email,No,2023-12-08
119,9873,Email,,2022-02-14
158,8703,Email,Yes,2024-05-13
394,7495,Email,No,2023-06-12
400,4313,App Notification,Yes,2022-04-16
473,1325,Email,Yes,2023-10-22
448,9348,SMS,No,2023-01-10
207,3142,Email,No,2023-06-14
163,7420,SMS,No,2021-08-16
126,3487,App Notification,,2024-05-11
474,1811,Email,,2022-10-05
332,6589,SMS,,2023-04-03
478,2924,App Notification,No,2021-06-03
300,5302,App Notification,No,2024-08-20
246,4187,SMS,Yes,2021-07-21
162,8906,SMS,Yes,2024-09-13
231,5978,Email,,2022-04-09
252,4269,App Notification,No,2023-03-30
319,4749,Email,No,2023-08-16
403,4850,App Notification,,2024-01-30
464,9436,Email,,2024-04-22
190,3710,App Notification,Yes,2023-10-16
125,9274,Email,,2022-07-03
379,6620,App Notification,Yes,2023-02-05
231,8648,App Notification,No,2022-12-03
306,9087,SMS,Yes,2023-01-03
439,9577,Email,Yes,2024-10-28
267,3073,App Notification,,2023-12-23
396,6531,Email,Yes,2021-11-01
323,505,SMS,,2023-10-18
189,1215,SMS,No,2024-12-09
292,1532,Email,,2022-02-02
356,7577,SMS,Yes,2023-01-13
294,824,App Notification,,2023-12-04
408,929,App Notification,Yes,2024-06-13
253,5030,App Notification,No,2022-12-07
154,134,Email,,2023-06-17
297,2106,Email,Yes,2022-08-21
174,3628,SMS,No,2022-01-23
340,6317,SMS,No,2021-10-18
110,1853,App Notification,Yes,2021-10-30
254,4911,SMS,Yes,2021-08-26
255,4176,SMS,No,2021-07-26
336,5349,Email,,2022-09-10
323,9443,SMS,Yes,2023-11-23
403,6191,Email,,2022-08-14
148,1257,Email,Yes,2021-06-03
308,3377,SMS,,2021-03-18
367,5646,App Notification,Yes,2024-05-05
353,3487,App Notification,No,2022-08-06
282,3585,SMS,Yes,2024-12-31
117,9589,SMS,,2022-04-05
462,8054,SMS,No,2024-12-12
182,3331,Email,No,2023-10-02
420,2704,SMS,,2024-11-01
163,8663,App Notification,No,2022-09-23
444,8121,SMS,No,2023-02-17
356,7115,Email,Yes,2023-12-14
274,1354,Email,Yes,2023-04-24
131,5064,SMS,,2021-11-02
206,8550,App Notification,Yes,2023-07-20
337,7576,App Notification,No,2021-02-10
320,668,SMS,,2023-05-23
209,4469,SMS,,2022-03-01
306,9338,App Notification,,2022-09-11
339,6820,App Notification,Yes,2021-08-13
434,3720,App Notification,Yes,2022-04-30
188,2746,App Notification,No,2022-08-15
169,7484,App Notification,No,2021-04-09
272,540,Email,,2021-10-28
412,4965,App Notification,Yes,2021-09-07
241,4836,Email,No,2021-05-06
391,3776,App Notification,Yes,2021-05-22
265,6043,SMS,No,2022-12-02
164,7103,App Notification,No,2021-03-08
232,7313,Email,Yes,2022-03-07
453,5321,SMS,Yes,2024-03-04
453,6133,App Notification,,2023-06-21
323,7892,SMS,,2024-11-05
199,2780,SMS,,2022-02-06
114,925,SMS,No,2024-07-08
262,1582,App Notification,,2022-09-19
340,7715,App Notification,,2023-03-09
305,3325,Email,Yes,2021-07-05
321,5714,SMS,No,2023-12-10
225,7027,Email,No,2023-04-24
357,256,SMS,Yes,2022-10-29
165,4805,SMS,Yes,2022-03-10
149,1839,SMS,No,2022-02-04
150,10,App Notification,,2021-09-10
448,2872,App Notification,Yes,2024-03-11
442,8990,SMS,No,2022-02-13
107,7410,SMS,,2021-04-25
170,7419,App Notification,Yes,2024-09-21
397,5125,App Notification,Yes,2023-11-20
218,1016,App Notification,No,2023-03-20
444,2194,App Notification,No,2021-03-17
296,8416,SMS,,2024-03-24
496,7450,App Notification,No,2021-12-21
297,4159,Email,,2022-12-23
186,3926,Email,,2023-04-07
476,6971,Email,,2022-07-08
497,6939,SMS,Yes,2022-06-25
184,4785,Email,,2021-04-16
251,4001,Email,No,2023-05-19
368,1634,SMS,No,2022-11-25
112,7267,Email,Yes,2022-03-22
282,8703,Email,Yes,2024-10-06
282,385,App Notification,Yes,2023-10-30
403,405,App Notification,Yes,2024-05-16
333,8176,SMS,,2021-04-13
146,2001,Email,,2024-08-06
295,9861,Email,No,2024-07-12
106,5990,App Notification,Yes,2023-08-13
203,1461,SMS,No,2024-06-09
130,7191,App Notification,Yes,2024-01-18
306,7141,Email,Yes,2023-06-19
402,3637,App Notification,Yes,2021-04-19
195,4810,App Notification,Yes,2023-12-15
237,4179,Email,No,2021-10-15
435,7246,App Notification,Yes,2024-05-14
339,6601,App Notification,No,2022-12-24
256,5998,App Notification,,2021-11-09
135,2049,Email,Yes,2021-04-11
128,4781,Email,,2024-01-02
353,717,SMS,,2022-11-05
429,7940,Email,No,2021-04-24
496,5566,App Notification,,2023-12-27
445,4545,App Notification,,2022-08-28
174,4977,App Notification,,2024-06-19
417,3420,App Notification,,2023-10-28
290,7240,App Notification,No,2023-09-26
489,9767,Email,,2023-12-19
396,250,App Notification,,2024-09-15
216,8866,Email,No,2021-09-24
399,771,App Notification,,2022-03-04
132,4364,SMS,,2022-11-08
154,1078,App Notification,No,2021-11-24
344,8428,SMS,,2024-02-12
341,8581,SMS,Yes,2023-01-10
106,7902,Email,Yes,2022-05-13
476,4859,App Notification,No,2023-08-13
132,6545,Email,,2023-09-21
360,4720,Email,,2023-11-30
116,2815,App Notification,Yes,2024-12-14
301,3375,App Notification,,2021-02-20
440,1253,SMS,No,2021-04-02
202,6997,App Notification,,2024-09-20
391,4674,App Notification,No,2024-11-22
368,4531,App Notification,No,2021-07-28
111,6882,App Notification,No,2023-12-06
396,6950,SMS,No,2021-10-10
261,9522,Email,,2023-06-15
341,6242,SMS,Yes,2023-06-05
370,8018,App Notification,Yes,2023-08-03
302,6942,App Notification,,2022-04-29
200,9551,Email,No,2021-12-22
353,7003,App Notification,No,2021-06-04
312,1332,SMS,No,2022-07-14
274,4262,App Notification,,2021-04-30
476,7649,Email,No,2022-03-29
437,9551,App Notification,,2024-01-01
381,5116,Email,No,2024-11-11
171,4638,App Notification,,2024-07-02
216,4855,Email,No,2021-07-16
279,3178,Email,Yes,2023-06-16
161,7731,SMS,,2021-01-24
403,2181,Email,,2023-11-21
334,4893,Email,Yes,2023-03-23
190,7044,Email,No,2024-01-02
223,138,Email,Yes,2023-04-24
356,6328,App Notification,No,2023-10-08
398,3473,App Notification,Yes,2022-04-02
486,5450,App Notification,,2024-02-23
241,2833,SMS,,2022-10-14
381,3580,App Notification,,2022-08-16
339,5972,Email,No,2024-07-12
456,4165,App Notification,,2024-12-08
165,7942,Email,No,2024-01-02
400,5570,App Notification,,2021-10-26
412,4301,App Notification,Yes,2023-04-13
361,6270,Email,No,2022-04-30
166,3819,SMS,Yes,2021-05-11
280,1907,SMS,,2021-11-13
466,6255,Email,No,2021-12-23
216,761,App Notification,Yes,2022-01-24
281,7831,App Notification,,2024-06-29
440,7351,SMS,,2021-02-24
352,6239,App Notification,Yes,2021-04-24
208,6091,Email,,2023-07-27
164,6032,Email,No,2023-03-02
329,7688,App Notification,,2022-03-21
211,9092,App Notification,No,2022-12-13
247,9912,Email,No,2021-10-29
179,8473,SMS,,2021-10-01
445,1888,SMS,No,2023-12-05
332,3267,Email,,2022-11-28
192,667,App Notification,,2024-03-11
425,4189,SMS,,2023-05-06
121,672,App Notification,,2024-09-28
