payment_id,order_id,payment_date,amount,payment_method
22313,26390,2022-10-22,96.93,UPI
19644,37649,2020-10-03,6.61,UPI
21435,6738,2021-06-18,21.03,Wallet
27528,11151,2021-05-05,15.46,Wallet
11467,20387,2021-09-05,55.45,Wallet
1287,22191,2023-06-28,67.15,Cash
27898,13899,2020-07-15,27.28,Card
36320,46941,2021-07-22,35.8,Card
41313,14934,2021-09-11,69.65,Card
5851,16604,2023-10-10,49.34,UPI
8752,47323,2022-11-08,91.78,Wallet
18795,16901,2022-01-13,87.11,UPI
9556,36934,2024-11-12,87.68,Cash
42802,35191,2023-07-21,76.58,Cash
27528,5618,2020-09-10,43.11,Wallet
41928,40640,2021-09-25,42.51,Cash
1824,45591,2024-04-13,68.47,Card
3148,33340,2020-07-18,71.34,Cash
31670,38684,2022-03-22,65.27,Cash
35811,22807,2023-06-11,95.47,UPI
13649,16162,2024-11-02,19.66,Cash
38476,32198,2023-01-22,21.08,Card
4569,29658,2022-04-08,40.89,UPI
9031,25839,2022-12-31,83.19,UPI
32551,19521,2024-02-29,92.38,UPI
22161,22622,2023-02-09,88.2,UPI
18603,12003,2020-03-08,68.51,Card
29833,28845,2022-07-04,86.11,Cash
33170,19437,2022-02-07,60.92,Cash
48159,21459,2021-09-21,66.43,Card
21298,25061,2021-09-25,24.4,Wallet
17979,9799,2021-05-12,13.44,Cash
26756,22497,2024-12-11,15.79,Wallet
12583,4744,2021-12-06,81.88,Wallet
6259,4077,2023-03-26,5.06,Wallet
17412,22265,2022-10-06,6.12,Cash
14704,14140,2021-08-22,67.67,Wallet
7130,23147,2021-06-21,37.71,Wallet
29913,26041,2020-10-31,10.65,Cash
35847,34584,2020-11-29,41.5,Wallet
36070,42850,2022-04-07,29.38,UPI
32287,25198,2023-08-30,57.17,Wallet
22206,21458,2023-03-15,63.91,Card
5482,26686,2022-06-26,39.6,UPI
10066,5104,2021-10-22,13.34,UPI
47113,13641,2024-02-16,42.65,UPI
22090,43945,2024-08-07,18.74,Card
3891,44208,2022-10-27,26.69,UPI
32607,3378,2022-03-20,72.78,Cash
43421,38755,2022-02-28,55.93,Cash
46538,32074,2022-12-04,16.53,Cash
36772,11128,2024-06-28,84.31,UPI
28537,32013,2024-05-29,61.85,UPI
37911,2946,2022-06-30,41.33,Card
23911,34412,2023-08-02,63.96,Card
32781,6295,2021-05-04,80.96,Card
12997,25459,2023-03-01,87.35,Wallet
18506,6591,2023-04-16,86.2,Cash
46532,31513,2022-10-14,42.96,Card
13282,21886,2024-03-17,17.36,Wallet
13663,40831,2022-12-09,50.88,Wallet
14344,32219,2022-10-05,90.65,Wallet
11037,22633,2021-09-30,15.32,Wallet
4466,39133,2022-03-28,23.96,Wallet
44754,41397,2023-02-28,81.47,Cash
32769,2875,2021-01-03,46.53,Cash
37858,47528,2022-01-04,83.04,Wallet
38559,9032,2024-07-17,59.73,UPI
43763,10241,2023-08-07,24.33,UPI
18819,7674,2020-05-14,92.55,Wallet
14018,36900,2023-08-02,29.03,Wallet
23734,6677,2022-04-25,58.59,Card
43620,43935,2021-04-25,21.02,Cash
12569,48297,2023-05-23,70.1,Wallet
5286,9303,2021-11-11,55.62,UPI
45254,20965,2023-06-24,23.97,Card
42605,47564,2020-08-02,14.91,Card
31894,30116,2022-08-15,19.54,Card
22387,3779,2023-05-04,26.12,UPI
33047,31659,2020-04-05,92.21,Card
35077,36777,2020-08-19,39.13,Card
34061,13544,2024-07-14,6.5,Cash
29396,10380,2022-09-25,60.17,Cash
16289,35839,2020-06-01,90.36,Card
7533,33198,2021-05-12,43.88,Cash
24237,32557,2024-08-07,37.04,Wallet
41466,9657,2023-08-25,5.23,Cash
17911,31721,2024-06-16,22.43,Card
9615,5647,2023-04-08,92.62,UPI
3864,47518,2020-02-29,87.67,UPI
49847,23151,2022-12-13,57.43,UPI
8472,21768,2024-08-05,87.7,Card
39266,30151,2023-09-29,41.52,Card
14664,46687,2020-10-20,91.59,Cash
21049,5027,2023-08-24,18.36,Cash
8805,41654,2021-02-10,70.35,Card
6146,3186,2020-07-15,93.54,Wallet
23201,38530,2024-04-12,18.25,UPI
44469,12702,2020-03-16,63.9,Card
3362,36485,2022-11-28,94.7,Card
45454,19890,2024-09-30,31.4,Wallet
12792,18764,2023-06-11,12.62,Card
29781,30692,2024-06-09,95.96,Card
5801,4731,2023-06-03,89.93,Cash
30595,29435,2021-02-28,11.61,Wallet
4199,49021,2020-01-18,14.5,Card
4597,26667,2020-01-27,37.98,Wallet
31608,38171,2021-03-25,38.59,Cash
40682,32288,2024-11-23,73.62,Wallet
12218,44254,2020-08-14,95.3,Cash
11070,21656,2024-12-07,9.28,Card
46680,14980,2020-05-02,14.91,UPI
31076,47940,2022-03-11,65.58,Cash
25535,9799,2024-12-07,67.52,UPI
45693,22735,2020-03-26,64.46,UPI
7980,33342,2020-12-11,64.74,Wallet
34991,29521,2022-11-15,51.28,Wallet
5074,49013,2021-01-19,41.35,Wallet
13613,5629,2024-01-22,5.7,Cash
43566,41689,2021-12-16,43.52,UPI
38225,43203,2024-10-07,53.9,Card
46453,19730,2024-12-07,35.99,UPI
15111,34078,2020-05-14,92.13,Wallet
48700,44362,2022-06-16,24.64,Wallet
17873,40432,2020-09-24,68.78,Card
24333,2716,2024-08-08,84.02,Wallet
49926,35453,2022-10-14,34.1,Cash
25970,48354,2020-05-03,47.81,Cash
46884,17677,2021-07-23,39.4,Card
32669,4633,2023-02-26,55.97,Wallet
33689,34972,2021-07-13,35.79,UPI
44500,22302,2020-06-07,16.82,UPI
43106,47697,2020-05-21,72.44,Cash
2317,19124,2021-12-18,36.87,UPI
34877,45548,2022-01-19,9.17,Wallet
49122,11616,2022-08-01,71.96,Cash
40834,17342,2022-10-22,88.86,Card
49486,3123,2024-10-24,31.38,Cash
28622,36759,2020-04-04,6.35,Cash
46702,24205,2021-09-15,6.94,UPI
11142,39791,2020-09-06,50.46,Cash
35045,36816,2024-04-12,27.82,Wallet
9759,28724,2021-05-31,6.23,Cash
37138,28220,2024-04-30,8.29,Wallet
47400,15893,2021-08-10,50.19,Cash
33981,40363,2023-02-24,82.76,Card
27073,32255,2022-05-07,20.72,UPI
16548,38087,2024-04-06,21.65,UPI
32736,24001,2021-05-01,41.7,Wallet
39578,46538,2022-08-08,80.71,Wallet
23409,12112,2023-03-14,47.05,Wallet
27982,20947,2020-02-02,29.03,Card
35155,33580,2022-07-30,7.43,Card
34282,36815,2023-11-20,86.17,Card
22887,44323,2021-08-08,83.69,Card
33590,11413,2023-03-09,93.34,Wallet
2877,35124,2022-10-30,9.99,UPI
5424,4336,2024-01-23,51.27,Cash
25235,13126,2024-09-12,77.83,Wallet
3483,32051,2022-03-26,74.18,Card
47017,7662,2024-09-23,65.2,Card
2972,18844,2022-11-07,88.84,UPI
43326,35895,2020-09-01,96.38,Cash
49219,21890,2020-04-22,48.23,Cash
20466,37161,2024-06-05,57.46,Cash
14622,45298,2020-02-10,15.09,UPI
37408,15614,2020-08-11,6.6,Cash
33696,32077,2022-01-16,25.93,Wallet
28515,37693,2022-11-18,47.93,UPI
23264,33317,2023-06-05,60.91,Cash
41949,4634,2022-07-26,77.24,Cash
29982,23895,2021-05-28,85.2,Cash
48321,31428,2023-12-18,26.57,Card
4523,30928,2020-01-17,31.59,Cash
29188,18115,2024-02-28,84.56,UPI
18104,21074,2020-01-14,31.74,Wallet
31373,38128,2023-04-16,67.33,Cash
32117,38694,2024-08-06,92.37,Wallet
45188,11263,2023-05-03,19.65,UPI
29192,29612,2020-11-17,34.92,Card
28709,40134,2024-08-23,68.12,UPI
3962,32369,2022-08-09,86.16,UPI
18133,20943,2020-01-23,96.43,Wallet
47599,15375,2021-11-14,75.51,Card
1030,40893,2021-01-11,99.09,Card
12377,28835,2023-04-22,64.06,Wallet
10949,47360,2021-08-29,61.26,Card
37747,22516,2021-11-30,9.89,UPI
29136,18839,2020-07-31,38.9,Cash
24704,43197,2023-10-22,64.95,Wallet
32739,14094,2024-07-30,99.28,Cash
8581,4600,2024-09-15,42.28,Wallet
42701,18283,2022-03-19,74.61,UPI
29081,30030,2020-09-26,15.17,UPI
12272,29179,2024-11-10,34.36,Card
41962,46099,2024-02-07,7.98,Card
277,16578,2024-04-07,59.49,Cash
27378,23826,2022-06-29,10.38,UPI
27517,6919,2023-07-22,72.6,Card
13990,16614,2023-10-15,43.83,Card
30130,38844,2023-06-11,15.94,UPI
10703,10903,2022-09-06,50.42,Wallet
6950,12124,2023-11-07,32.93,UPI
18370,40556,2022-10-04,57.44,UPI
22676,17859,2024-01-27,43.66,UPI
37589,30035,2020-12-14,18.75,Card
27891,11818,2024-05-25,39.91,Wallet
38586,9897,2023-04-05,80.37,Wallet
1702,2160,2022-04-05,86.22,Wallet
26646,9326,2024-11-03,33.22,Cash
19473,18499,2023-04-18,81.44,Wallet
16700,27036,2021-01-17,57.17,Wallet
22968,19400,2020-02-26,24.36,Cash
48659,23391,2021-12-10,14.01,UPI
49413,38519,2024-10-28,34.9,Wallet
15817,24673,2024-02-02,84.4,Wallet
49966,26820,2023-10-01,99.49,UPI
16430,49945,2023-04-27,62.09,Card
14564,39726,2021-12-20,43.26,Wallet
9208,4209,2023-01-31,95.31,Wallet
15880,12911,2021-12-07,68.85,Card
23710,34094,2023-02-09,65.02,Cash
23611,23807,2020-11-29,33.01,Wallet
36625,46373,2020-12-05,40.12,Card
27011,34156,2021-11-09,64.03,UPI
21734,34539,2021-10-27,96.27,Card
23739,19582,2021-10-19,96.0,UPI
11932,35897,2020-04-14,71.57,Cash
49633,36303,2024-06-27,7.28,Card
18152,45625,2023-04-01,74.08,Card
4979,30857,2023-08-09,16.55,Wallet
40714,10900,2023-01-31,94.4,Cash
21279,1839,2021-10-07,57.95,Wallet
10887,11543,2021-01-14,48.67,Card
10795,7863,2020-10-09,76.53,Wallet
10297,9519,2020-01-19,87.92,Card
12095,6528,2021-08-15,68.7,Cash
2954,13058,2023-01-16,59.5,Card
34305,29751,2022-12-01,8.34,UPI
31857,14540,2020-07-09,46.71,Cash
20429,11310,2021-07-23,56.77,UPI
8456,48047,2024-10-13,67.46,Wallet
15138,27027,2020-07-26,10.27,UPI
41998,12250,2021-11-15,11.04,UPI
42986,38775,2020-06-11,33.44,Cash
36047,44765,2020-01-10,84.19,UPI
49063,26799,2024-01-03,60.35,Card
35176,20837,2021-08-30,52.66,Wallet
28430,24962,2020-02-25,32.98,Cash
3354,31418,2021-10-03,98.83,UPI
45820,45901,2021-08-09,33.35,Wallet
3887,40717,2022-05-18,11.46,Wallet
34459,16295,2023-07-07,95.02,Card
14614,17520,2022-01-02,94.34,UPI
17520,21519,2024-07-29,33.61,UPI
8067,37413,2020-02-02,18.88,Wallet
35293,48472,2024-07-28,37.14,Wallet
17357,34337,2023-12-22,82.36,UPI
28737,22078,2021-06-30,60.45,Card
32384,27305,2021-06-25,36.17,UPI
1635,16524,2024-08-06,55.05,Card
11676,19406,2022-11-20,74.73,Wallet
40506,14534,2022-02-24,10.46,Wallet
3939,43952,2020-10-28,60.31,Card
26310,42521,2023-06-01,90.28,Cash
11544,31487,2024-02-27,50.71,Cash
36636,1573,2024-04-20,90.12,Cash
37607,7335,2024-07-14,30.8,Card
4342,29219,2020-03-10,88.58,Card
1602,27614,2020-09-01,18.36,UPI
12623,6574,2023-03-24,79.46,Wallet
3782,15009,2020-10-04,14.89,Cash
10359,30068,2022-07-15,56.72,Cash
23258,39898,2024-04-24,36.03,Wallet
42932,5045,2022-03-15,69.54,UPI
22751,48497,2024-08-16,40.49,UPI
48030,34134,2021-04-10,46.17,UPI
12833,6151,2020-03-14,55.98,Cash
16444,42703,2021-06-01,47.85,Wallet
783,23170,2024-06-22,92.62,Wallet
19644,7212,2022-05-28,74.61,Cash
21400,2670,2022-05-06,97.58,Cash
41092,23430,2024-03-28,98.3,Wallet
22993,48705,2024-01-30,51.24,UPI
3124,13774,2024-05-09,8.85,Card
36971,31848,2022-10-09,61.37,Card
33523,29087,2023-05-06,8.22,Wallet
22586,40504,2021-05-05,82.4,Card
10602,26330,2023-05-10,28.47,Wallet
48294,34652,2023-04-04,95.19,Wallet
268,44824,2020-02-01,31.13,Wallet
26661,21781,2022-12-27,87.77,Wallet
25540,38272,2021-11-18,35.16,Wallet
22794,10649,2024-03-31,50.06,UPI
14985,6684,2021-08-07,26.45,Wallet
49958,16224,2023-11-04,12.14,Card
39112,8164,2023-06-30,11.52,UPI
29419,28146,2020-06-04,34.66,Wallet
22429,43934,2024-06-15,31.2,Wallet
27409,41131,2020-01-23,81.73,Card
7410,10674,2024-07-12,6.73,UPI
31777,12384,2022-06-28,49.8,Cash
48437,9021,2022-12-24,24.01,Wallet
17546,27731,2020-04-09,64.92,Cash
31017,30016,2024-01-19,39.65,UPI
3656,37513,2024-06-16,34.74,UPI
18918,43826,2021-09-18,8.66,Wallet
49354,31298,2020-07-08,36.55,Cash
41879,48514,2024-12-03,7.93,Cash
18083,37817,2020-01-12,20.05,Card
19053,44819,2023-05-25,9.44,Wallet
30898,41665,2024-01-11,65.61,UPI
13370,16327,2020-06-24,66.94,UPI
21747,19926,2021-01-15,53.62,UPI
26924,19204,2024-08-04,59.97,Card
19466,24000,2021-04-18,17.65,Card
178,47907,2022-10-13,23.64,Cash
8163,31295,2023-05-07,53.82,Wallet
12798,38344,2023-07-20,37.46,Wallet
20538,41901,2022-03-21,65.91,Wallet
34864,37383,2020-08-15,95.15,UPI
45022,7110,2022-12-28,72.5,UPI
43758,10522,2021-02-25,90.82,UPI
19238,3228,2022-11-19,57.99,Wallet
1107,13779,2023-04-23,78.14,UPI
41385,35879,2022-01-27,27.66,Card
14892,37721,2023-09-14,75.52,Cash
46833,44630,2023-07-15,27.99,UPI
34851,14661,2024-12-31,18.19,Card
4778,47855,2021-04-01,54.84,Wallet
29387,37186,2024-03-08,88.83,Wallet
2011,3551,2024-11-23,90.9,UPI
29957,16815,2023-01-08,44.46,Wallet
33229,28443,2024-10-18,70.29,Cash
24392,41270,2021-08-06,62.51,Wallet
24531,2096,2023-08-10,32.43,Card
46535,18947,2023-04-06,35.69,Card
7382,47367,2022-04-16,73.49,Wallet
36757,43773,2023-02-23,68.86,UPI
25656,32448,2020-04-11,70.14,Card
38869,5571,2021-10-24,21.6,Card
41685,20995,2020-05-13,88.56,Card
16541,20741,2023-10-16,34.19,Wallet
34092,15533,2020-02-04,75.1,UPI
1681,34416,2020-03-25,74.24,Cash
16654,1518,2021-04-24,99.29,Cash
11328,5458,2023-03-18,69.8,UPI
36443,48694,2021-04-19,32.8,Card
47376,41809,2024-12-01,28.29,Card
13942,32816,2022-12-30,86.46,Wallet
11627,18535,2024-12-02,13.76,Card
31761,37877,2020-07-26,35.63,Card
18213,46430,2020-10-31,9.85,UPI
4228,3048,2024-02-06,97.09,UPI
10405,43894,2021-05-05,76.2,Wallet
26465,46537,2024-08-31,69.33,UPI
14387,38702,2022-07-07,92.12,UPI
27101,30986,2020-06-16,89.21,UPI
5898,28031,2021-06-30,69.17,UPI
34064,41578,2020-12-16,68.37,Wallet
5891,18741,2021-03-05,83.18,Cash
34762,36615,2024-03-12,74.0,UPI
46567,46323,2023-06-07,49.75,Wallet
15584,29192,2021-02-14,66.32,Wallet
12733,3073,2020-02-09,29.45,UPI
24678,24463,2020-06-12,43.16,Wallet
18537,2744,2023-05-26,46.22,Wallet
13615,33516,2023-09-28,40.27,Wallet
33966,32038,2020-05-18,29.68,Wallet
12795,20045,2020-05-21,39.55,Card
40983,24092,2022-10-02,8.03,Card
49091,11780,2022-12-21,20.72,Card
12861,17774,2024-02-17,80.62,Cash
35831,18783,2022-09-06,92.73,Wallet
48126,26600,2024-08-07,83.57,Card
29923,34118,2022-01-05,86.98,Wallet
15580,35810,2024-08-18,32.55,Wallet
27545,11138,2024-10-26,51.39,Wallet
41247,11166,2021-09-28,53.15,UPI
38363,5858,2022-03-20,88.42,Wallet
4054,49370,2021-05-01,11.94,Card
33746,5658,2020-01-14,82.15,Card
42879,7597,2022-04-22,74.0,UPI
42250,9210,2024-01-18,18.82,Card
4629,33978,2022-12-10,91.88,UPI
27425,15374,2024-12-27,26.3,UPI
44615,3514,2023-09-20,7.97,Cash
29260,49176,2023-07-24,70.08,UPI
48497,49373,2024-09-27,46.4,Card
44973,23614,2022-01-08,88.34,Card
42316,5326,2024-02-17,87.96,UPI
1712,26254,2023-03-14,73.05,Card
39769,10366,2022-09-26,72.43,Wallet
11265,16753,2021-06-26,16.18,Cash
31788,34615,2022-07-09,38.88,UPI
43111,18542,2022-03-17,99.34,Wallet
28320,37764,2021-01-09,80.68,Wallet
11101,10466,2023-10-02,24.33,Cash
11940,12457,2024-04-24,63.78,UPI
28488,15246,2020-09-07,93.64,Card
39450,44670,2021-05-22,47.47,UPI
5821,6850,2021-10-02,23.7,Cash
49798,41972,2024-12-23,46.99,Card
20421,30542,2022-07-06,49.81,Wallet
8418,38351,2020-05-19,60.76,Cash
18010,40245,2024-09-02,50.17,Cash
13028,6622,2022-05-05,45.82,Cash
7771,15577,2022-04-15,44.04,Wallet
49095,4951,2022-10-15,52.16,UPI
36052,29721,2021-03-23,49.17,Wallet
7873,16502,2020-01-24,39.73,Cash
48900,25455,2021-10-17,96.59,Card
24625,43577,2020-02-12,86.08,UPI
8705,14800,2022-01-30,60.19,Wallet
42312,40761,2023-09-25,99.02,Cash
29741,21418,2021-09-17,60.65,UPI
26938,6730,2021-05-21,64.56,Cash
11270,20260,2024-04-21,96.4,UPI
30211,29378,2021-11-20,54.3,UPI
17812,37419,2021-07-26,95.83,Wallet
16011,45135,2024-05-27,44.4,UPI
35407,45974,2022-12-23,13.75,Card
14823,36692,2024-05-07,83.94,Cash
31460,32698,2020-08-13,42.3,UPI
10681,45155,2024-03-12,14.22,Wallet
40136,41771,2023-01-06,95.25,UPI
24842,26631,2024-11-09,37.44,UPI
24580,40919,2022-04-02,14.92,Cash
3923,17746,2023-12-25,73.39,UPI
34187,7736,2024-02-01,27.84,UPI
40114,45097,2021-07-03,75.96,Wallet
34593,6843,2024-05-16,84.97,Cash
44432,33155,2022-08-13,94.78,UPI
45682,22675,2022-11-23,7.57,Card
6552,21443,2021-04-12,5.45,Card
4341,8633,2022-12-28,89.77,Card
725,49005,2022-04-22,69.54,Cash
39775,6083,2021-10-17,63.78,Wallet
22776,10058,2022-04-13,56.57,Card
14384,8688,2022-01-27,84.41,Cash
15027,2604,2022-05-10,62.18,UPI
37103,4642,2021-03-09,94.98,Card
24549,41940,2021-11-13,68.79,Cash
49288,42380,2020-09-04,38.64,UPI
47253,1664,2021-01-12,41.98,Wallet
1293,40137,2024-07-14,42.41,Wallet
45741,48011,2024-11-26,83.8,Wallet
3728,49171,2023-07-03,45.95,Cash
29428,4897,2021-04-28,12.53,Cash
32770,31087,2023-02-24,80.07,Cash
15987,14995,2023-01-25,65.1,Card
11684,21694,2020-04-02,47.45,Card
46084,27566,2020-03-01,52.11,Card
14312,49258,2020-07-18,12.64,Card
21080,9945,2023-12-03,24.23,UPI
12006,23912,2021-01-31,6.63,UPI
38461,40870,2020-05-19,7.48,Wallet
46781,46654,2022-07-27,85.43,Wallet
38694,30419,2022-07-20,89.0,Cash
32561,34212,2020-08-20,10.18,Wallet
39724,28100,2020-11-04,6.5,Cash
26206,30649,2021-04-12,56.94,Wallet
33304,48535,2022-11-25,48.2,Card
35468,32132,2023-01-19,16.61,Cash
12325,18273,2021-07-06,56.27,Card
24412,36471,2024-03-04,15.24,Cash
5201,14918,2022-06-29,26.07,Card
8767,18991,2023-02-15,99.35,Cash
5218,36482,2023-03-19,96.22,Cash
4023,28786,2020-02-04,89.99,Card
22851,41266,2022-06-02,26.55,Cash
1399,44519,2022-11-11,11.54,UPI
2096,5383,2023-07-21,53.83,Card
44626,5768,2024-10-08,96.93,Card
17403,35758,2022-05-22,29.66,UPI
21916,17300,2024-01-31,56.23,Wallet
48891,48278,2021-06-22,69.15,UPI
709,22692,2023-06-16,40.21,UPI
42262,31496,2020-02-05,97.3,Card
17808,34058,2022-10-31,64.56,Card
135,28965,2020-11-30,85.09,Cash
14246,39758,2020-06-04,51.86,Wallet
18648,48328,2024-05-19,6.15,Wallet
29368,21612,2024-03-10,21.8,Wallet
25848,36267,2024-11-04,40.06,UPI
3871,24538,2023-10-20,38.95,Wallet
34655,48484,2020-11-18,64.18,Wallet
33528,23153,2020-06-22,39.88,Card
36397,5442,2021-10-10,56.41,Wallet
31560,47632,2022-01-12,36.69,UPI
38938,23276,2024-12-15,56.65,Cash
17460,13673,2020-10-19,99.88,Wallet
2382,25446,2022-03-31,28.19,UPI
2344,35529,2020-10-01,75.08,Cash
22666,12952,2020-07-09,30.38,UPI
6084,7142,2022-06-10,6.47,Cash
4134,37607,2020-02-26,77.03,Wallet
38598,34520,2021-10-01,39.01,UPI
23374,31483,2020-12-05,59.1,Wallet
46779,1193,2024-01-10,68.9,Cash
19779,27820,2022-02-17,62.13,Cash
4103,18228,2023-10-22,5.56,UPI
31611,9071,2023-02-21,7.14,Card
15744,26819,2022-03-10,45.75,Wallet
14528,24742,2021-10-29,47.35,UPI
17252,20571,2021-07-09,93.55,UPI
16830,7231,2020-09-19,85.5,Card
23436,46141,2021-03-14,80.43,Card
3187,31443,2020-06-17,53.67,Wallet
44039,37327,2022-09-13,82.22,UPI
44587,9018,2024-12-11,28.29,UPI
13673,44805,2023-01-30,41.95,Wallet
17573,38165,2020-09-05,65.19,Wallet
19227,1229,2023-06-14,58.32,Card
29033,22583,2021-03-04,16.36,Cash
49190,46142,2024-08-30,87.98,UPI
40915,30316,2023-08-11,71.08,Card
23476,31097,2020-06-17,79.87,Cash
36800,15044,2023-04-28,78.3,UPI
17549,37918,2021-12-26,75.31,Card
595,15679,2024-09-12,17.53,Wallet
43385,36734,2023-06-06,97.55,UPI
39389,5491,2022-03-15,57.56,Cash
42857,39056,2024-08-14,9.96,Card
42056,41564,2023-12-28,92.98,Cash
21048,23310,2024-06-18,75.06,Wallet
16892,9102,2022-06-07,34.91,Card
27841,41180,2023-03-30,85.12,Card
22050,5897,2021-03-14,54.41,Wallet
44929,37696,2022-06-15,15.84,UPI
43643,13820,2024-07-24,95.28,Cash
21361,14894,2020-01-01,74.14,Card
48361,2962,2021-05-26,92.86,Wallet
49262,5243,2022-03-27,15.52,Wallet
41234,11765,2020-09-18,17.88,UPI
27838,20491,2022-02-17,62.83,Card
26921,49452,2024-03-06,69.83,Wallet
21848,21532,2021-08-07,94.17,Card
47681,1873,2024-11-04,52.09,Card
46224,25071,2020-10-02,99.83,UPI
45872,44629,2021-02-10,87.38,Card
19443,13502,2024-09-10,76.38,Cash
12995,29160,2020-07-09,80.2,Card
39078,12845,2022-06-07,69.16,Wallet
36747,18946,2021-09-21,75.44,Wallet
35409,28327,2023-01-24,18.79,UPI
43295,7215,2024-12-15,57.55,Wallet
31177,42814,2023-08-11,28.94,UPI
49586,7421,2020-07-25,71.34,Wallet
46545,49322,2022-06-13,55.38,UPI
15258,4879,2022-03-11,14.69,Card
28648,35213,2023-11-27,50.25,Card
28640,8756,2023-05-24,87.1,UPI
34298,22479,2021-03-03,17.96,Wallet
46405,40862,2022-03-05,13.61,Cash
37167,21717,2022-07-23,39.48,Card
25837,44263,2020-06-30,26.67,Card
10611,2429,2022-08-13,55.05,Wallet
25253,36430,2024-02-07,90.35,Card
5961,15397,2022-08-30,27.43,UPI
